updateddate,addeddate,reportdate,mechvent_tech,goggles,er_nurse,gloves,icu_nurse,head_cover,pulmo,respthe,shoe_cover,face_shield,ward_nurse,id,hfhudcode,ic_specialist,surgmask,medtech,gown,resident,id_specialist,n95mask,cfname
2020-04-02 5:13:26,2020-04-02 5:13:26,2020-04-02,0,10,0,5000,0,1000,0,0,200,1000,1899-12-30,74,DOH000000000006003,0,500,0,50,0,0,500,"CAPITOL UNIVERSITY MEDICAL CENTER FOUNDATION OF CAGAYAN, INC"
2020-04-10 14:22:31,2020-04-10 14:22:31,2020-04-10,0,32,0,240,0,1200,0,0,1100,30,1899-12-30,373,DOH000000000030198,0,240,0,758,0,0,5,INDIGINEOUS PEOPLES HOSPITAL FOUNDATION OF THE DIOCESE OF BA
2020-04-03 17:58:18,2020-04-03 17:58:18,2020-04-03,0,0,0,0,0,25,0,0,0,40,1899-12-30,217,DOH000000000003751,0,0,0,7,0,0,0,MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES COOPERATI
2020-04-10 13:19:08,2020-04-10 13:19:08,2020-04-10,0,0,0,20,0,0,0,0,0,40,1899-12-30,353,DOH000000000003751,0,65,0,45,0,0,0,MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES COOPERATI
2020-04-10 18:34:46,2020-04-10 18:34:46,2020-04-10,0,0,0,700,0,4900,0,0,50,106,1899-12-30,550,DOH000000000003620,0,140,0,13,0,0,6,SORSOGON MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES
2020-04-03 18:46:07,2020-04-03 18:46:07,2020-04-03,0,0,0,308,0,7000,0,0,76,77,1899-12-30,220,DOH000000000003620,0,252,0,9,0,0,11,SORSOGON MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES
2020-03-30 12:24:23,2020-03-30 12:24:23,2020-03-30,0,73,0,334,0,10000,0,0,26,21,1899-12-30,33,DOH000000000003620,0,19,0,0,0,0,13,SORSOGON MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES
2020-04-10 14:12:58,2020-04-10 14:12:58,2020-04-10,0,0,1,1,0,0,0,0,0,10,1899-12-31,370,DOH000000000007055,0,0,1,0,1,0,0,STO. NINO HOSPITAL
2020-03-28 11:51:19,2020-03-28 11:51:19,2020-03-28,0,5,1,448,0,50,0,0,10,10,1900-01-01,19,DOH000000000005964,0,3,1,10,1,0,0,DIVINE WORD HOSPITAL
2020-04-03 3:32:14,2020-04-03 3:32:14,2020-04-03,0,0,1,0,0,0,0,0,0,0,1899-12-31,150,DOH000000000006900,0,0,0,0,1,0,0,R AND L MEDICAL CLINIC
2020-03-31 4:14:49,2020-03-31 4:14:49,2020-03-31,0,0,1,1,0,2,0,0,0,0,1899-12-31,45,DOH000000000004522,0,1,0,0,1,0,0,SEÑOR TESORO HOSPITAL
2020-04-10 15:28:47,2020-04-10 15:28:47,2020-04-10,0,0,1,1,0,0,0,0,0,0,1899-12-31,411,DOH000000000004522,0,1,0,0,1,0,0,SEÑOR TESORO HOSPITAL
2020-04-10 11:25:57,2020-04-10 11:25:57,2020-04-10,0,3,1,1,0,0,0,0,0,13,1899-12-31,329,DOH000000000004924,0,1,1,0,3,0,0,ST. MAGDALENE HOSPITAL
2020-04-02 5:56:08,2020-04-02 5:56:08,2020-04-02,0,0,1,1,0,0,0,0,0,13,1899-12-31,76,DOH000000000004924,0,1,1,0,3,0,0,ST. MAGDALENE HOSPITAL
2020-04-03 3:22:36,2020-04-03 3:22:36,2020-04-03,0,3,1,1,0,0,0,0,0,13,1899-12-31,138,DOH000000000004924,0,1,1,0,3,0,0,ST. MAGDALENE HOSPITAL
2020-04-11 15:53:43,2020-04-11 15:53:43,2020-04-11,0,2,1,5,0,0,0,0,0,0,1900-01-03,606,DOH000000000000261,0,10,1,21,3,0,0,VIGA DISTRICT HOSPITAL
2020-04-03 1:49:41,2020-04-03 1:49:41,2020-04-03,0,0,1,1,0,0,0,0,0,0,1899-12-31,111,DOH000000000002761,0,0,3,0,3,0,0,SAINT LAWRENCE HOSPITAL
2020-04-10 14:07:26,2020-04-10 14:07:26,2020-04-10,0,0,1,1,0,0,0,0,0,0,1899-12-31,367,DOH000000000002761,0,0,3,5,3,0,3,SAINT LAWRENCE HOSPITAL
2020-04-11 0:24:34,2020-04-11 0:24:34,2020-04-11,0,5,1,3,0,20,1,0,20,40,1899-12-31,572,DOH000000000004078,0,2,1,50,1,0,0,SAN FERNANDINO HOSPITAL
2020-04-06 16:30:34,2020-04-06 16:30:34,2020-04-06,0,5,1,5,0,20,1,0,20,40,1899-12-31,261,DOH000000000004078,0,0,1,50,1,0,0,SAN FERNANDINO HOSPITAL
2020-04-10 9:21:25,2020-04-10 9:21:25,2020-04-10,0,0,1,3,0,0,1,0,0,10,1900-01-02,302,DOH000000000003877,0,0,0,0,1,0,0,TABLAS DOCTORS HOSPITAL
2020-04-02 3:43:46,2020-04-02 3:43:46,2020-04-02,0,0,1,0,0,0,1,0,0,63,1900-01-02,63,DOH000000000003877,0,0,0,0,1,0,0,TABLAS DOCTORS HOSPITAL
2020-04-03 4:03:18,2020-04-03 4:03:18,2020-04-03,0,6,1,1,0,0,0,0,0,0,1900-01-05,177,DOH000000000000231,0,1,3,9,2,0,1,LUBANG DISTRICT HOSPITAL
2020-04-10 16:41:41,2020-04-10 16:41:41,2020-04-10,0,50,1,10,0,0,0,0,50,20,1900-01-05,513,DOH000000000000231,0,1,3,27,2,0,1,LUBANG DISTRICT HOSPITAL
2020-04-02 4:06:45,2020-04-02 4:06:45,2020-04-02,0,9,1,50,0,0,0,0,0,9,1900-01-05,68,DOH000000000000231,0,50,3,5,2,0,18,LUBANG DISTRICT HOSPITAL
2020-04-11 9:34:51,2020-04-11 9:34:51,2020-04-11,0,3,1,0,0,30,0,0,0,3,1899-12-31,584,DOH000000000003554,0,0,1,1,1,0,0,PUYAOAN GENERAL HOSPITAL
2020-04-03 16:46:51,2020-04-03 16:46:51,2020-04-03,0,25,1,10,0,92,0,0,25,106,1899-12-30,203,DOH000000000000228,0,5,0,32,0,0,4,QUEZON MEDICARE HOSPITAL
2020-04-10 15:39:30,2020-04-10 15:39:30,2020-04-10,0,5,1,20,0,150,0,0,20,20,1900-01-01,419,DOH000000000005454,0,5,1,10,1,0,1,KABASALAN GENRAL HOSPITAL
2020-04-03 3:19:28,2020-04-03 3:19:28,2020-04-03,0,5,1,20,0,150,0,0,20,20,1900-01-01,136,DOH000000000005454,0,5,1,10,1,0,1,KABASALAN GENRAL HOSPITAL
2020-04-03 17:24:13,2020-04-03 17:24:13,2020-04-03,0,0,1,5,0,15,0,0,15,20,1900-01-05,213,DOH000000000000019,0,5,1,5,1,0,2,LA PAZ MUNICIPAL HOSPITAL
2020-04-11 7:44:59,2020-04-11 7:44:59,2020-04-11,0,0,1,2,0,15,0,0,15,20,1900-01-05,574,DOH000000000000019,0,0,1,5,1,0,2,LA PAZ MUNICIPAL HOSPITAL
2020-04-10 17:15:32,2020-04-10 17:15:32,2020-04-10,0,0,1,0,0,0,0,0,0,0,1900-01-01,536,DOH000000000000004,0,0,1,0,2,0,0,LABASON DISTRICT HOSPITAL
2020-04-07 12:06:54,2020-04-07 12:06:54,2020-04-07,0,1,1,3,0,0,0,0,0,8,1900-01-01,268,DOH000000000000621,0,4,2,1,1,0,0,LINGIG COMMUNITY HOSPITAL
2020-04-03 4:16:35,2020-04-03 4:16:35,2020-04-03,0,15,1,20,0,20,0,0,0,0,1900-01-02,182,DOH000000000002713,0,70,2,10,3,0,2,PALUAN COMMUNITY HOSPITAL
2020-04-10 16:02:41,2020-04-10 16:02:41,2020-04-10,0,12,1,25,0,20,0,0,4,40,1900-01-02,463,DOH000000000002713,0,60,2,10,3,0,2,PALUAN COMMUNITY HOSPITAL
2020-04-10 15:58:47,2020-04-10 15:58:47,2020-04-10,0,1,1,1,0,1,0,0,1,1,1899-12-31,453,DOH000000000027779,0,1,0,1,1,0,0,SIBUCO MUNICIPAL HOSPITAL
2020-04-10 16:34:19,2020-04-10 16:34:19,2020-04-10,0,0,1,10,0,0,0,0,0,15,1900-01-04,505,DOH000000000005786,0,0,1,0,1,0,0,SIBUYAN DISTRICT HOSPITAL
2020-04-10 15:58:03,2020-04-10 15:58:03,2020-04-10,0,30,1,5,0,200,0,0,0,50,1899-12-31,451,DOH000000000002462,0,2,1,15,1,0,3,SIPOCOT DISTRICT HOSPITAL
2020-04-10 21:13:31,2020-04-10 21:13:31,2020-04-10,0,30,1,8,0,20,0,0,10,54,1899-12-31,565,DOH000000000000060,0,4,0,28,1,0,8,SIRUMA MUNICIPAL HOSPITAL
2020-04-03 3:28:06,2020-04-03 3:28:06,2020-04-03,0,0,1,4,0,20,0,0,0,10,1900-01-01,146,DOH000000000002532,0,0,1,9,1,0,0,ST. PAUL GENERAL HOSPITAL
2020-04-10 12:03:55,2020-04-10 12:03:55,2020-04-10,0,0,1,4,0,20,0,0,0,10,1900-01-01,335,DOH000000000002532,0,0,1,9,1,0,0,ST. PAUL GENERAL HOSPITAL
2020-04-10 9:04:13,2020-04-10 9:04:13,2020-04-10,0,8,1,1,0,0,0,0,0,12,1899-12-31,298,DOH000000000023750,0,4,1,11,4,0,1,BALO-I PROVINCIAL HOSPITAL
2020-04-10 10:43:10,2020-04-10 10:43:10,2020-04-10,0,3,1,2,0,10,0,0,2,10,1899-12-31,320,DOH000000000000643,0,4,1,0,1,0,2,MALIMONO DISTRICT HOSPITAL
2020-04-03 20:37:13,2020-04-03 20:37:13,2020-04-03,0,2,1,3,0,10,0,0,2,5,1899-12-31,224,DOH000000000000643,0,5,1,0,0,0,2,MALIMONO DISTRICT HOSPITAL
2020-04-10 15:48:54,2020-04-10 15:48:54,2020-04-10,0,0,1,10,0,2,0,0,0,10,1900-01-01,432,DOH000000000000747,0,1,1,2,1,0,0,SIBUTAD MUNICIPAL HOSPITAL
2020-04-03 9:32:10,2020-04-03 9:32:10,2020-04-03,0,3,1,0,0,15,0,0,4,7,1899-12-31,83,DOH000000000005204,0,3,1,25,2,0,0,MARIHATAG DISTRICT HOSPITAL
2020-04-10 14:53:47,2020-04-10 14:53:47,2020-04-10,0,3,1,0,0,0,0,0,0,15,1899-12-31,385,DOH000000000005204,0,0,1,25,2,0,0,MARIHATAG DISTRICT HOSPITAL
2020-03-26 14:28:06,2020-03-26 14:28:06,2020-03-26,0,0,1,1,0,6,0,0,0,0,1899-12-31,3,DOH000000000032921,0,0,0,0,1,0,0,EROS MEDICAL LYING IN CLINIC
2020-04-02 4:25:13,2020-04-02 4:25:13,2020-04-02,0,0,1,1,0,0,0,0,1,8,1899-12-31,69,DOH000000000001825,0,0,0,10,1,0,0,MINA DE ORO GENERAL HOSPITAL
2020-04-02 1:18:03,2020-04-02 1:18:03,2020-04-02,0,30,1,3,0,50,0,0,50,30,1899-12-31,58,DOH000000000003490,0,0,1,30,2,0,0,SAN ANDRES MUNICIPAL HOSPITAL
2020-04-10 11:03:11,2020-04-10 11:03:11,2020-04-10,0,19,1,13,0,85,0,0,45,23,1899-12-30,323,DOH000000000000770,0,10,1,4,1,0,6,ST. MARTIN'S MISSION HOSPITAL
2020-04-06 10:08:38,2020-04-06 10:08:38,2020-04-06,0,1,1,3,0,20,0,0,3,4,1899-12-31,254,DOH000000000000488,0,1,0,1,1,0,0,DR. ALBERTO M. PASTOR HOSPITAL
2020-04-10 16:06:53,2020-04-10 16:06:53,2020-04-10,0,1,1,3,0,0,0,0,0,12,1900-01-02,471,DOH000000000000353,0,40,2,0,4,0,0,JA ALEGRE MED.  CLINIC & HOSP.
2020-04-10 10:03:14,2020-04-10 10:03:14,2020-04-10,0,0,1,0,0,0,0,0,0,0,1899-12-31,312,DOH000000000003986,0,0,1,0,1,0,0,ROSARY OF VIRGIN MARY HOSPITAL
2020-04-10 10:33:35,2020-04-10 10:33:35,2020-04-10,0,0,1,23,0,26,0,0,0,0,1900-01-01,317,DOH000000000005252,0,0,1,8,2,0,0,ABRA DE ILOG MUNICIPAL HOSPITAL
2020-04-03 1:32:49,2020-04-03 1:32:49,2020-04-03,0,12,1,24,0,26,0,0,0,0,1900-01-01,108,DOH000000000005252,0,1,1,0,2,0,1,ABRA DE ILOG MUNICIPAL HOSPITAL
2020-04-03 3:25:38,2020-04-03 3:25:38,2020-04-03,0,10,1,10,0,50,0,0,20,20,1900-01-01,141,DOH000000000007705,0,2,2,7,1,0,2,HAPPY VALLEY COMMUNITY HOSPITAL
2020-04-12 8:33:22,2020-04-12 8:33:22,2020-04-12,0,50,1,10,0,50,0,0,50,31,1900-01-01,613,DOH000000000000732,0,10,1,25,1,0,1,ROMEO B. SIBUD COUNTRY HOPSITAL
2020-04-02 1:56:30,2020-04-02 1:56:30,2020-04-02,0,16,1,5,0,16,0,0,16,31,1900-01-01,60,DOH000000000005932,0,5,1,16,3,0,1,TABLAS ISLAND DISTRICT HOSPITAL
2020-04-03 10:03:19,2020-04-03 10:03:19,2020-04-03,0,0,1,0,0,10,0,0,0,0,1899-12-31,89,DOH000000000025678,0,0,0,0,0,0,0,MATEO-MABBORANG GENERAL HOSPITAL
2020-03-30 11:21:20,2020-03-30 11:21:20,2020-03-30,0,0,1,1,0,30,0,0,0,0,1899-12-31,31,DOH000000000025678,0,0,0,0,0,0,0,MATEO-MABBORANG GENERAL HOSPITAL
2020-04-02 10:27:25,2020-04-02 10:27:25,2020-04-02,0,0,1,0,0,10,0,0,0,0,1899-12-31,56,DOH000000000025678,0,0,0,0,0,0,0,MATEO-MABBORANG GENERAL HOSPITAL
2020-03-29 10:10:14,2020-03-29 10:10:14,2020-03-29,0,0,1,2,0,50,0,0,0,0,1899-12-31,22,DOH000000000025678,0,0,0,0,0,0,0,MATEO-MABBORANG GENERAL HOSPITAL
2020-03-31 7:31:17,2020-03-31 7:31:17,2020-03-31,0,0,1,1,0,20,0,0,0,0,1899-12-31,38,DOH000000000025678,0,0,0,0,0,0,0,MATEO-MABBORANG GENERAL HOSPITAL
2020-04-01 8:41:55,2020-04-01 8:41:55,2020-04-01,0,0,1,0,0,15,0,0,0,0,1899-12-31,48,DOH000000000025678,0,0,0,0,0,0,0,MATEO-MABBORANG GENERAL HOSPITAL
2020-03-30 10:07:10,2020-03-30 10:07:10,2020-03-30,0,0,1,5,0,0,0,0,0,0,1899-12-31,30,DOH000000000006490,0,0,1,0,1,0,0,NABILOG COMMUNITY PRIMARY HOSPITAL
2020-03-26 8:47:12,2020-03-26 8:47:12,2020-03-26,0,0,1,6,0,0,0,0,0,0,1899-12-31,2,DOH000000000006490,0,0,1,0,1,0,0,NABILOG COMMUNITY PRIMARY HOSPITAL
2020-04-03 3:51:33,2020-04-03 3:51:33,2020-04-03,0,0,1,5,0,20,0,0,0,12,1899-12-31,165,DOH000000000002750,0,4,1,2,1,0,1,WESTMIN UNITED DOCTORS HOSPITAL CO.
2020-04-11 8:40:25,2020-04-11 8:40:25,2020-04-11,0,0,1,4,0,20,0,0,0,12,1899-12-31,581,DOH000000000002750,0,4,1,2,1,0,0,WESTMIN UNITED DOCTORS HOSPITAL CO.
2020-04-02 4:52:37,2020-04-02 4:52:37,2020-04-02,0,3,1,1,1,10,0,0,0,10,1899-12-31,72,DOH000000000005014,1,1,0,2,1,1,0,ZAPANTA MATERNITY & GENERAL HOSPITAL
2020-04-03 4:18:41,2020-04-03 4:18:41,2020-04-03,0,3,1,1,1,10,0,0,0,10,1899-12-31,184,DOH000000000005014,1,1,0,2,1,1,0,ZAPANTA MATERNITY & GENERAL HOSPITAL
2020-04-10 18:24:46,2020-04-10 18:24:46,2020-04-10,0,3,1,1,1,3,0,0,3,5,1899-12-31,548,DOH000000000005014,1,1,0,3,1,1,1,ZAPANTA MATERNITY & GENERAL HOSPITAL
2020-03-30 12:44:06,2020-03-30 12:44:06,2020-03-30,0,200,1,9,1,400,0,0,60,70,1899-12-31,35,DOH000000000000357,0,19,1,17,1,0,1,"IMMACULATE HEART OF MARY HOSPITAL, INC."
2020-04-10 13:55:17,2020-04-10 13:55:17,2020-04-10,1,2,1,2,1,200,0,0,0,25,1899-12-31,364,DOH000000000003385,1,2,0,2,1,0,0,"BUTUAN PUERICULTURE CENTER NO. 394, INC."
2020-04-10 16:05:41,2020-04-10 16:05:41,2020-04-10,0,2,1,3,0,5,0,0,10,20,1899-12-30,469,DOH000000000000308,0,2,1,30,1,0,24,GARCHITORENA MEDICARE COMMUNITY HOSPITAL
2020-04-10 8:34:03,2020-04-10 8:34:03,2020-04-10,0,20,1,8,0,96,1,0,20,30,1899-12-30,291,DOH000000000005417,0,1,1,20,1,1,80,"OUR LADY OF MERCY GENERAL HOSPITAL, INC."
2020-04-03 16:48:14,2020-04-03 16:48:14,2020-04-03,0,10,1,30,0,89,0,0,50,20,1899-12-30,204,DOH000000000005417,0,3,1,85,1,0,0,"OUR LADY OF MERCY GENERAL HOSPITAL, INC."
2020-03-28 9:07:36,2020-03-28 9:07:36,2020-03-28,0,11,1,76,0,66,0,0,86,20,1899-12-30,17,DOH000000000005417,0,6,1,26,1,1,0,"OUR LADY OF MERCY GENERAL HOSPITAL, INC."
2020-04-02 3:25:43,2020-04-02 3:25:43,2020-04-02,0,1,1,20,0,0,0,0,100,5,1899-12-31,62,DOH000000000026813,0,0,1,20,1,0,3,RENATO UMALI REYES HOSPITAL OF BONGABONG
2020-04-10 14:20:51,2020-04-10 14:20:51,2020-04-10,0,1,1,1,0,0,0,0,0,10,1900-01-02,372,DOH000000000000310,0,0,0,2,2,0,0,SINAWILAN CLINIC & HOSPITAL AND HOSPITAL
2020-04-12 14:12:35,2020-04-12 14:12:35,2020-04-12,0,7,1,1,0,47,0,0,15,14,1900-01-08,619,DOH000000000000247,0,8,2,7,4,0,1,JUAN M. ALBERTO MEMORIAL DISTRICT HOSPITAL
2020-04-10 14:57:57,2020-04-10 14:57:57,2020-04-10,0,50,1,2,0,257,0,0,80,102,1899-12-31,389,DOH000000000007247,0,31,1,40,2,0,0,COMPOSTELA VALLEY PROVINCIAL HOSPITAL - LAAK
2020-04-10 14:44:15,2020-04-10 14:44:15,2020-04-10,0,0,1,1,0,0,1,0,0,4,1900-01-01,378,DOH000000000037388,0,0,1,0,1,1,0,"UNITED DOCTORS HOSPITAL OF COTABATO CITY, INC."
2020-04-10 16:15:44,2020-04-10 16:15:44,2020-04-10,0,1,1,2,0,2,0,0,0,6,1899-12-31,484,DOH000000000000577,0,2,1,0,1,0,1,ISIDRO M. OLAN SR. MEMORIAL CLINIC AND HOSPITAL INC.
2020-04-03 17:13:39,2020-04-03 17:13:39,2020-04-03,0,1,1,2,0,2,0,0,0,6,1899-12-31,211,DOH000000000000577,0,2,1,0,1,0,1,ISIDRO M. OLAN SR. MEMORIAL CLINIC AND HOSPITAL INC.
2020-04-03 3:35:36,2020-04-03 3:35:36,2020-04-03,0,3,1,2,0,50,0,0,0,10,1899-12-31,155,DOH000000000033684,1,1,1,3,1,0,1,PUERTO GALERA URGENT CARE CLINIC & DIAGNOSTIC CENTER
2020-04-10 20:02:34,2020-04-10 20:02:34,2020-04-10,0,3,1,1,0,30,0,0,0,5,1899-12-31,562,DOH000000000033684,0,1,1,0,1,0,1,PUERTO GALERA URGENT CARE CLINIC & DIAGNOSTIC CENTER
2020-04-10 19:12:44,2020-04-10 19:12:44,2020-04-10,3,0,1,378,0,7093,0,3,98,264,1899-12-31,555,DOH000000000031929,0,34,17,198,1,1,10,"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER ?BALIWAG, INC."
2020-04-03 2:04:26,2020-04-03 2:04:26,2020-04-03,1,10,2,19,4,1000,1,1,0,50,1900-01-03,119,DOH000000000038008,1,36,1,40,1,1,0,SALUBRIS INC.
2020-04-03 6:55:38,2020-04-03 6:55:38,2020-04-03,0,0,2,1,0,0,0,0,0,0,1900-01-01,79,DOH000000000000283,0,0,1,0,1,0,0,UMALI MEDICAL CLINIC
2020-04-10 8:06:45,2020-04-10 8:06:45,2020-04-10,0,0,2,1,0,0,0,0,0,0,1900-01-01,285,DOH000000000000283,0,0,1,0,2,0,0,UMALI MEDICAL CLINIC
2020-04-02 4:01:13,2020-04-02 4:01:13,2020-04-02,0,10,2,2,0,25,0,0,7,10,1900-01-03,66,DOH000000000002490,0,0,1,5,2,0,0,AMOROSO MEDICAL CLINIC
2020-04-10 15:59:34,2020-04-10 15:59:34,2020-04-10,0,71,2,3,2,74,0,0,25,65,1900-01-03,457,DOH000000000003916,0,8,4,72,1,0,8,CUYO DISTRICT HOSPITAL
2020-04-12 10:33:55,2020-04-12 10:33:55,2020-04-12,0,10,2,10,0,10,0,0,10,50,1899-12-31,615,DOH000000000005179,0,1,1,10,1,0,0,TUAO DISTRICT HOSPITAL
2020-04-10 16:33:50,2020-04-10 16:33:50,2020-04-10,0,0,2,10,0,0,0,0,0,20,1900-01-13,502,DOH000000000000230,0,10,5,20,4,0,0,LASAM DISTRICT HOSPITAL
2020-04-03 3:46:42,2020-04-03 3:46:42,2020-04-03,0,0,2,5,0,20,0,0,10,10,1900-01-02,162,DOH000000000000230,0,5,5,10,5,0,10,LASAM DISTRICT HOSPITAL
2020-04-03 2:55:57,2020-04-03 2:55:57,2020-04-03,0,0,2,0,0,0,0,0,0,0,1900-01-11,128,DOH000000000001980,0,0,3,0,3,0,0,ALICIA DISTRICT HOSPITAL
2020-04-10 18:06:24,2020-04-10 18:06:24,2020-04-10,1,111,2,396,0,4600,1,3,0,259,1900-01-08,546,DOH000000000000449,0,349,2,0,1,2,45,CIUDAD MEDICAL ZAMBOANGA
2020-04-10 16:20:24,2020-04-10 16:20:24,2020-04-10,0,6,2,1,0,6,0,0,6,10,1900-01-01,490,DOH000000000007711,0,1,1,4,1,0,6,LANCETA MEDICAL HOSPITAL
2020-04-04 16:45:40,2020-04-04 16:45:40,2020-04-04,0,10,2,1,0,10,0,0,6,10,1900-01-01,241,DOH000000000007711,0,1,1,6,1,0,6,LANCETA MEDICAL HOSPITAL
2020-04-10 17:17:46,2020-04-10 17:17:46,2020-04-10,0,69,2,2,0,69,0,0,69,40,1900-01-03,537,DOH000000000003351,1,4,1,69,2,1,1,LUNA GOCO MEDICAL CENTER
2020-04-02 7:35:12,2020-04-02 7:35:12,2020-04-02,0,50,2,3,0,50,0,0,50,25,1900-01-03,77,DOH000000000003351,1,1,1,50,2,1,0,LUNA GOCO MEDICAL CENTER
2020-04-03 3:46:52,2020-04-03 3:46:52,2020-04-03,0,11,2,1,0,21,0,0,0,20,1900-01-01,163,DOH000000000004472,0,1,0,23,2,0,1,CHILDREN'S MEDICAL CLINIC
2020-04-10 15:22:37,2020-04-10 15:22:37,2020-04-10,0,11,2,1,0,21,0,0,0,20,1900-01-01,401,DOH000000000004472,0,1,0,23,2,0,1,CHILDREN'S MEDICAL CLINIC
2020-04-10 15:25:09,2020-04-10 15:25:09,2020-04-10,0,8,2,15,0,180,0,0,0,180,1900-01-03,404,DOH000000000003564,0,13,2,7,1,0,4,NASIPIT DISTRICT HOSPITAL
2020-04-03 3:38:15,2020-04-03 3:38:15,2020-04-03,0,8,2,10,0,15,0,0,20,30,1899-12-31,158,DOH000000000000425,0,20,2,12,2,0,7,BASILAN COMMUNITY HOSPITAL
2020-04-10 16:51:34,2020-04-10 16:51:34,2020-04-10,0,8,2,10,0,15,0,0,20,30,1899-12-31,525,DOH000000000000425,0,20,2,12,2,0,5,BASILAN COMMUNITY HOSPITAL
2020-04-10 19:51:04,2020-04-10 19:51:04,2020-04-10,0,2,2,2,0,5,0,0,0,6,1900-01-01,560,DOH000000000004332,0,1,2,0,2,0,0,FRANCO CLINIC AND HOSPITAL
2020-04-05 12:58:51,2020-04-05 12:58:51,2020-04-05,0,3,2,57,0,95,0,0,5,30,1900-01-01,248,DOH000000000002332,0,45,0,12,2,0,10,DE LOS REYES MEDICAL CLINIC
2020-04-01 12:59:52,2020-04-01 12:59:52,2020-04-01,0,3,2,60,0,100,0,0,5,35,1900-01-01,51,DOH000000000002332,0,50,2,14,2,0,10,DE LOS REYES MEDICAL CLINIC
2020-04-10 18:07:15,2020-04-10 18:07:15,2020-04-10,0,9,2,2,0,15,0,0,10,12,1900-01-02,547,DOH000000000000748,0,5,1,12,1,0,0,SINDANGAN DISTRICT HOSPITAL
2020-04-03 9:51:23,2020-04-03 9:51:23,2020-04-03,0,0,2,23,2,53,1,1,404,0,1900-01-01,87,DOH000000000005789,0,7,1,1,3,1,14,THE MEDICAL CITY PANGASINAN
2020-04-03 16:44:41,2020-04-03 16:44:41,2020-04-03,0,10,2,5,0,30,0,0,0,100,1900-01-05,202,DOH000000000006029,0,2,3,10,1,1,0,M. SIMON HOSPITAL & PHARMACY
2020-04-02 12:36:37,2020-04-02 12:36:37,2020-04-02,0,5,2,50,0,100,0,0,100,25,1900-01-03,57,DOH000000000005501,0,5,6,70,4,0,2,PINAMALAYAN DOCTORS HOSPITAL
2020-04-03 4:22:59,2020-04-03 4:22:59,2020-04-03,0,20,2,5,0,50,0,0,100,20,1900-01-01,187,DOH000000000000260,0,2,2,30,1,0,1,SANTA CRUZ DISTRICT HOSPITAL
2020-04-02 4:29:55,2020-04-02 4:29:55,2020-04-02,0,20,2,5,0,50,0,0,100,20,1900-01-01,70,DOH000000000000260,0,2,2,30,1,0,1,SANTA CRUZ DISTRICT HOSPITAL
2020-04-10 16:09:25,2020-04-10 16:09:25,2020-04-10,0,65,2,4,0,35,0,0,300,28,1900-01-01,476,DOH000000000000260,0,3,2,50,1,0,1,SANTA CRUZ DISTRICT HOSPITAL
2020-04-11 9:42:51,2020-04-11 9:42:51,2020-04-11,0,300,2,40,3,500,1,2,300,300,1900-01-11,586,DOH000000000002162,1,10,2,200,7,1,5,CAGAYAN VALLEY MEDICAL CENTER
2020-04-10 12:48:21,2020-04-10 12:48:21,2020-04-10,0,0,2,6,0,100,0,1,0,0,1900-01-04,347,DOH000000000005614,0,3,1,28,5,1,18,"ILOILO MISSION HOSPITAL, INC."
2020-04-10 15:50:32,2020-04-10 15:50:32,2020-04-10,0,6,2,6,0,50,0,0,6,6,1900-01-04,437,DOH000000000000588,0,3,2,6,1,0,3,JUAN S. ALANO MEMORIAL HOSPITAL
2020-04-10 13:01:37,2020-04-10 13:01:37,2020-04-10,0,8,2,2,0,90,0,0,12,10,1900-01-07,348,DOH000000000000632,0,1,0,156,1,0,1,MAGUINDANAO PROVINCIAL HOSPITAL
2020-04-10 13:54:13,2020-04-10 13:54:13,2020-04-10,0,6,2,10,0,4,0,0,0,4,1900-01-02,363,DOH000000000004291,0,0,1,3,2,0,0,BAYUGAN JM YAP STO. NINO HOSPITAL
2020-04-10 16:03:41,2020-04-10 16:03:41,2020-04-10,0,0,2,3,0,0,0,0,0,5,1899-12-30,465,DOH000000000037030,0,0,0,5,1,0,0,POLYMEDIC BIRTHING AND NATAL CARE
2020-04-10 16:42:01,2020-04-10 16:42:01,2020-04-10,0,8,2,1,0,0,1,0,4,4,1900-01-03,514,DOH000000000032095,6,1,1,7,0,1,0,CORAZON C. AQUINO MEMORIAL HOSPITAL
2020-04-10 14:57:06,2020-04-10 14:57:06,2020-04-10,0,6,2,9,0,286,0,0,19,50,1900-01-13,388,DOH000000000005198,0,0,5,17,6,0,2,PIO DURAN MEMORIAL DISTRICT HOSPITAL
2020-04-03 6:32:58,2020-04-03 6:32:58,2020-04-03,0,5,2,12,0,5,1,0,5,0,1899-12-30,78,DOH000000000003771,0,12,1,5,2,0,4,SOUTHERN PALAWAN PROVINCIAL HOSPITAL
2020-04-10 15:00:05,2020-04-10 15:00:05,2020-04-10,0,0,2,275,0,4050,0,0,4,80,1900-01-01,391,DOH000000000004186,0,35,2,30,2,0,15,TEODORO B. GALAGAR DISTRICT HOSPITAL
