updateddate,addeddate,reporttime,id,icu_np_v,er_suspro,hfhudcode,mechvent_v,beds_ward_v,icu_np_o,mechvent_o,icu_wnp_v,isolbed_o,adm_suspro,beds_ward_o,er_confirm,reportdate,adm_confirm,icu_wnp_o,isolbed_v,cfname
2020-04-13 7:50:45,2020-04-13 7:50:45,1,10999,0,0,DOH000000000002025,0,0,0,0,0,0,0,0,0,2020-04-13,0,0,1,MAGALLANES MEDICARE COMMUNITY HOSPITAL
2020-04-12 9:34:43,2020-04-12 9:34:43,1,10197,0,0,DOH000000000002025,0,0,0,0,0,0,0,0,0,2020-04-12,0,0,1,MAGALLANES MEDICARE COMMUNITY HOSPITAL
2020-04-11 8:41:45,2020-04-11 8:41:45,1,9045,0,0,DOH000000000002025,0,0,0,0,0,0,0,0,0,2020-04-11,0,0,1,MAGALLANES MEDICARE COMMUNITY HOSPITAL
2020-04-15 7:23:35,2020-04-15 7:23:35,1,13658,0,0,DOH000000000002025,0,0,0,0,0,0,0,0,0,2020-04-15,0,0,1,MAGALLANES MEDICARE COMMUNITY HOSPITAL
2020-04-14 7:10:09,2020-04-14 7:10:09,1,12184,0,0,DOH000000000002025,0,0,0,0,0,0,0,0,0,2020-04-14,0,0,1,MAGALLANES MEDICARE COMMUNITY HOSPITAL
2020-04-10 18:50:24,2020-04-10 18:50:24,1,8761,0,0,DOH000000000002025,0,0,0,0,0,0,0,0,0,2020-04-10,0,0,1,MAGALLANES MEDICARE COMMUNITY HOSPITAL
2020-04-08 9:00:03,2020-04-08 9:00:03,1,6067,0,0,DOH000000000002051,0,0,0,0,0,0,0,0,0,2020-04-08,0,0,0,MAINIT MEDICARE COMMUNITY HOSPITAL
2020-04-13 8:37:57,2020-04-13 8:37:57,1,11174,0,0,DOH000000000002051,0,0,0,0,0,0,0,0,0,2020-04-13,0,0,0,MAINIT MEDICARE COMMUNITY HOSPITAL
2020-04-07 16:58:35,2020-04-07 16:58:35,3,5741,0,0,DOH000000000002051,0,0,0,0,0,0,0,0,0,2020-04-07,0,0,0,MAINIT MEDICARE COMMUNITY HOSPITAL
2020-04-15 8:12:32,2020-04-15 8:12:32,1,13864,0,0,DOH000000000002051,0,0,0,0,0,0,0,0,0,2020-04-15,0,0,0,MAINIT MEDICARE COMMUNITY HOSPITAL
2020-04-14 11:57:55,2020-04-14 11:57:55,2,12839,0,0,DOH000000000002051,0,0,0,0,0,0,0,0,0,2020-04-14,0,0,0,MAINIT MEDICARE COMMUNITY HOSPITAL
2020-04-15 12:00:45,2020-04-15 12:00:45,2,14337,0,0,DOH000000000002060,0,0,0,0,0,0,0,0,0,2020-04-15,0,0,2,TINAMBAC MUNICIPAL HOSPITAL
2020-04-13 15:42:34,2020-04-13 15:42:34,3,11805,0,0,DOH000000000002060,0,0,0,0,0,0,0,0,0,2020-04-13,0,0,2,TINAMBAC MUNICIPAL HOSPITAL
2020-04-14 17:16:43,2020-04-14 17:16:43,3,13483,0,0,DOH000000000002060,0,0,0,0,0,0,0,0,0,2020-04-14,0,0,2,TINAMBAC MUNICIPAL HOSPITAL
2020-04-10 16:49:30,2020-04-10 16:49:30,3,8698,0,0,DOH000000000002060,0,0,0,0,0,0,0,0,0,2020-04-10,0,0,2,TINAMBAC MUNICIPAL HOSPITAL
2020-04-11 17:11:51,2020-04-11 17:11:51,3,9771,0,0,DOH000000000002060,0,0,0,0,0,0,0,0,0,2020-04-11,0,0,2,TINAMBAC MUNICIPAL HOSPITAL
2020-04-12 16:03:22,2020-04-12 16:03:22,3,10673,0,0,DOH000000000002060,0,0,0,0,0,0,0,0,0,2020-04-12,0,0,2,TINAMBAC MUNICIPAL HOSPITAL
2020-04-04 15:06:28,2020-04-04 15:06:28,3,3336,0,0,DOH000000000002073,1,0,0,0,2,0,0,0,0,2020-04-04,0,0,9,GOV. ROQUE B. ABLAN SR. MEMORIAL HOSPITAL
2020-04-03 12:13:25,2020-04-03 12:13:25,2,2638,0,0,DOH000000000002073,1,0,0,0,2,0,0,0,0,2020-04-03,0,0,9,GOV. ROQUE B. ABLAN SR. MEMORIAL HOSPITAL
2020-04-01 12:17:20,2020-04-01 12:17:20,2,1600,0,0,DOH000000000002073,1,0,0,0,0,0,0,0,0,2020-04-01,0,0,9,GOV. ROQUE B. ABLAN SR. MEMORIAL HOSPITAL
2020-04-02 11:59:31,2020-04-02 11:59:31,2,2078,0,0,DOH000000000002073,1,0,0,0,2,0,0,0,0,2020-04-02,0,0,9,GOV. ROQUE B. ABLAN SR. MEMORIAL HOSPITAL
2020-04-13 9:10:18,2020-04-13 9:10:18,1,11255,0,1,DOH000000000002112,0,0,0,0,4,0,0,0,0,2020-04-13,0,0,6,DAVAO DEL SUR PROVINCIAL HOSPITAL
2020-04-15 9:44:28,2020-04-15 9:44:28,1,14131,0,1,DOH000000000002112,4,0,0,0,4,0,0,0,0,2020-04-15,0,0,6,DAVAO DEL SUR PROVINCIAL HOSPITAL
2020-04-01 3:44:51,2020-04-01 3:44:51,3,1700,0,2,DOH000000000002112,0,0,0,0,4,0,2,0,0,2020-04-01,0,0,3,DAVAO DEL SUR PROVINCIAL HOSPITAL
2020-04-08 13:33:14,2020-04-08 13:33:14,1,6401,0,0,DOH000000000002112,0,0,0,0,4,0,0,0,0,2020-04-08,0,0,5,DAVAO DEL SUR PROVINCIAL HOSPITAL
2020-03-31 4:26:24,2020-03-31 4:26:24,3,1270,0,2,DOH000000000002112,0,0,0,0,4,0,2,0,0,2020-03-31,0,0,3,DAVAO DEL SUR PROVINCIAL HOSPITAL
2020-04-14 15:46:12,2020-04-14 15:46:12,1,13194,0,1,DOH000000000002112,4,0,0,0,4,0,0,0,0,2020-04-14,0,0,6,DAVAO DEL SUR PROVINCIAL HOSPITAL
2020-04-07 10:14:40,2020-04-07 10:14:40,1,5245,0,1,DOH000000000002112,0,0,0,0,0,0,0,0,0,2020-04-07,0,0,0,DAVAO DEL SUR PROVINCIAL HOSPITAL
2020-04-15 11:28:11,2020-04-15 11:28:11,2,14250,0,0,DOH000000000002117,4,16,0,1,2,0,1,0,0,2020-04-15,0,1,16,OCCIDENTAL MINDORO PROVINCIAL HOSPITAL
2020-04-07 7:22:00,2020-04-07 7:22:00,1,4966,0,0,DOH000000000002117,0,16,0,0,2,0,0,0,0,2020-04-07,0,0,16,OCCIDENTAL MINDORO PROVINCIAL HOSPITAL
2020-03-29 7:51:05,2020-03-29 7:51:05,1,368,0,0,DOH000000000002117,0,16,0,0,2,0,0,0,0,2020-03-29,0,0,16,OCCIDENTAL MINDORO PROVINCIAL HOSPITAL
2020-03-31 7:04:32,2020-03-31 7:04:32,1,915,0,0,DOH000000000002117,0,16,0,0,2,0,0,0,0,2020-03-31,0,0,16,OCCIDENTAL MINDORO PROVINCIAL HOSPITAL
2020-04-03 7:46:11,2020-04-03 7:46:11,1,2365,0,0,DOH000000000002117,0,16,0,0,2,0,0,0,0,2020-04-03,0,0,16,OCCIDENTAL MINDORO PROVINCIAL HOSPITAL
2020-04-14 7:18:06,2020-04-14 7:18:06,1,12204,0,0,DOH000000000002117,4,16,0,1,2,0,1,0,0,2020-04-14,0,1,16,OCCIDENTAL MINDORO PROVINCIAL HOSPITAL
2020-03-28 6:22:06,2020-03-28 6:22:06,1,172,0,0,DOH000000000002117,0,18,0,0,2,0,0,0,0,2020-03-28,0,0,16,OCCIDENTAL MINDORO PROVINCIAL HOSPITAL
2020-04-02 7:25:42,2020-04-02 7:25:42,1,1841,0,0,DOH000000000002117,0,16,0,0,2,0,0,0,0,2020-04-02,0,0,16,OCCIDENTAL MINDORO PROVINCIAL HOSPITAL
2020-04-06 6:05:14,2020-04-06 6:05:14,1,4134,0,0,DOH000000000002117,0,16,0,0,2,0,0,0,0,2020-04-06,0,0,16,OCCIDENTAL MINDORO PROVINCIAL HOSPITAL
2020-04-09 7:51:09,2020-04-09 7:51:09,1,6840,0,0,DOH000000000002117,0,0,0,0,2,0,0,0,0,2020-04-09,0,0,16,OCCIDENTAL MINDORO PROVINCIAL HOSPITAL
2020-04-13 15:04:39,2020-04-13 15:04:39,3,11749,0,0,DOH000000000002117,4,16,0,1,2,0,1,0,0,2020-04-13,0,1,16,OCCIDENTAL MINDORO PROVINCIAL HOSPITAL
2020-04-12 7:34:52,2020-04-12 7:34:52,1,9937,0,0,DOH000000000002117,0,16,0,0,2,0,1,0,0,2020-04-12,0,1,16,OCCIDENTAL MINDORO PROVINCIAL HOSPITAL
2020-04-04 8:21:08,2020-04-04 8:21:08,1,3050,0,0,DOH000000000002117,0,16,0,0,2,0,0,0,0,2020-04-04,0,0,16,OCCIDENTAL MINDORO PROVINCIAL HOSPITAL
2020-04-05 16:55:28,2020-04-05 16:55:28,3,4070,0,0,DOH000000000002117,0,16,0,0,2,0,0,0,0,2020-04-05,0,0,16,OCCIDENTAL MINDORO PROVINCIAL HOSPITAL
2020-03-30 7:15:10,2020-03-30 7:15:10,1,580,0,0,DOH000000000002117,0,16,0,0,2,0,0,0,0,2020-03-30,0,0,16,OCCIDENTAL MINDORO PROVINCIAL HOSPITAL
2020-04-11 7:45:38,2020-04-11 7:45:38,1,8869,0,0,DOH000000000002117,0,16,0,0,2,0,1,0,0,2020-04-11,0,1,16,OCCIDENTAL MINDORO PROVINCIAL HOSPITAL
2020-04-10 12:49:56,2020-04-10 12:49:56,2,8358,0,0,DOH000000000002117,0,16,0,0,2,0,1,0,0,2020-04-10,0,1,16,OCCIDENTAL MINDORO PROVINCIAL HOSPITAL
2020-04-08 7:47:05,2020-04-08 7:47:05,1,5865,0,0,DOH000000000002117,0,16,0,0,2,0,0,0,0,2020-04-08,0,0,16,OCCIDENTAL MINDORO PROVINCIAL HOSPITAL
2020-04-01 8:03:21,2020-04-01 8:03:21,1,1396,0,0,DOH000000000002117,0,16,0,0,2,0,0,0,0,2020-04-01,0,0,16,OCCIDENTAL MINDORO PROVINCIAL HOSPITAL
2020-04-11 15:15:37,2020-04-11 15:15:37,3,9521,0,0,DOH000000000002119,1,0,0,0,0,0,0,0,0,2020-04-11,0,0,11,ROXAS MEDICARE HOSPITAL
2020-04-12 15:40:41,2020-04-12 15:40:41,3,10594,0,0,DOH000000000002119,1,0,0,0,0,0,0,0,0,2020-04-12,0,0,11,ROXAS MEDICARE HOSPITAL
2020-04-02 11:42:04,2020-04-02 11:42:04,2,2055,0,0,DOH000000000002119,0,0,0,0,0,0,0,0,0,2020-04-02,0,0,11,ROXAS MEDICARE HOSPITAL
2020-04-10 16:03:03,2020-04-10 16:03:03,3,8577,0,0,DOH000000000002119,1,0,0,0,0,0,0,0,0,2020-04-10,0,0,11,ROXAS MEDICARE HOSPITAL
2020-04-13 16:40:51,2020-04-13 16:40:51,3,12010,0,0,DOH000000000002119,1,0,0,0,0,0,0,0,0,2020-04-13,0,0,11,ROXAS MEDICARE HOSPITAL
2020-04-03 11:34:35,2020-04-03 11:34:35,2,2583,0,0,DOH000000000002119,0,0,0,0,0,0,0,0,0,2020-04-03,0,0,11,ROXAS MEDICARE HOSPITAL
2020-04-04 15:33:23,2020-04-04 15:33:23,3,3350,0,0,DOH000000000002119,0,0,0,0,0,0,0,0,0,2020-04-04,0,0,11,ROXAS MEDICARE HOSPITAL
2020-04-11 7:21:13,2020-04-11 7:21:13,1,8830,0,0,DOH000000000002129,0,0,0,0,0,0,0,0,0,2020-04-11,0,0,3,CLAVERIA DISTRICT HOSPITAL
2020-04-14 6:21:19,2020-04-14 6:21:19,1,12155,0,0,DOH000000000002129,0,0,0,0,0,0,0,0,0,2020-04-14,0,0,3,CLAVERIA DISTRICT HOSPITAL
2020-04-10 13:44:42,2020-04-10 13:44:42,2,8405,0,0,DOH000000000002129,0,0,0,0,0,0,0,0,0,2020-04-10,0,0,3,CLAVERIA DISTRICT HOSPITAL
2020-04-13 5:49:15,2020-04-13 5:49:15,1,10887,0,0,DOH000000000002129,0,0,0,0,0,0,0,0,0,2020-04-13,0,0,3,CLAVERIA DISTRICT HOSPITAL
2020-04-12 5:29:13,2020-04-12 5:29:13,1,9865,0,0,DOH000000000002129,0,0,0,0,0,0,0,0,0,2020-04-12,0,0,3,CLAVERIA DISTRICT HOSPITAL
2020-04-15 5:37:31,2020-04-15 5:37:31,1,13586,0,0,DOH000000000002129,0,0,0,0,0,0,0,0,0,2020-04-15,0,0,3,CLAVERIA DISTRICT HOSPITAL
2020-04-13 16:04:22,2020-04-13 16:04:22,3,11902,0,0,DOH000000000002131,0,0,0,0,0,0,0,0,0,2020-04-13,0,0,0,DVO. ORIENTAL PROV'L. HOSP-MANAY
2020-04-15 12:42:22,2020-04-15 12:42:22,2,14491,0,0,DOH000000000002131,0,0,0,0,0,0,0,0,0,2020-04-15,0,0,0,DVO. ORIENTAL PROV'L. HOSP-MANAY
2020-04-14 17:49:39,2020-04-14 17:49:39,3,13516,0,0,DOH000000000002131,0,0,0,0,0,0,0,0,0,2020-04-14,0,0,0,DVO. ORIENTAL PROV'L. HOSP-MANAY
2020-04-09 16:09:30,2020-04-09 16:09:30,3,7588,0,0,DOH000000000002132,0,0,0,0,0,0,0,0,0,2020-04-09,0,0,4,MANGATAREM DISTRICT HOSPITAL
2020-04-15 11:13:03,2020-04-15 11:13:03,2,14224,0,0,DOH000000000002132,0,0,0,0,0,0,0,0,0,2020-04-15,0,0,4,MANGATAREM DISTRICT HOSPITAL
2020-04-10 16:44:23,2020-04-10 16:44:23,3,8690,0,0,DOH000000000002132,0,0,0,0,0,0,0,0,0,2020-04-10,0,0,4,MANGATAREM DISTRICT HOSPITAL
2020-04-13 17:03:05,2020-04-13 17:03:05,3,12053,0,0,DOH000000000002132,0,0,0,0,0,0,0,0,0,2020-04-13,0,0,4,MANGATAREM DISTRICT HOSPITAL
2020-04-11 16:48:03,2020-04-11 16:48:03,3,9731,0,0,DOH000000000002132,0,0,0,0,0,0,0,0,0,2020-04-11,0,0,4,MANGATAREM DISTRICT HOSPITAL
2020-04-12 15:55:04,2020-04-12 15:55:04,3,10631,0,0,DOH000000000002132,0,0,0,0,0,0,0,0,0,2020-04-12,0,0,4,MANGATAREM DISTRICT HOSPITAL
2020-04-14 16:37:46,2020-04-14 16:37:46,3,13416,0,0,DOH000000000002132,0,0,0,0,0,0,0,0,0,2020-04-14,0,0,4,MANGATAREM DISTRICT HOSPITAL
2020-04-14 7:13:20,2020-04-14 7:13:20,1,12193,0,0,DOH000000000002141,0,0,0,0,0,0,0,0,0,2020-04-14,0,0,0,DR. LORENZO T. ZIGA MEMORIAL DISTRICT HOSPITAL
2020-04-15 7:53:19,2020-04-15 7:53:19,1,13748,0,0,DOH000000000002141,0,0,0,0,0,0,0,0,0,2020-04-15,0,0,0,DR. LORENZO T. ZIGA MEMORIAL DISTRICT HOSPITAL
2020-04-10 18:28:38,2020-04-10 18:28:38,1,8758,0,0,DOH000000000002141,0,0,0,0,0,0,0,0,0,2020-04-10,0,0,0,DR. LORENZO T. ZIGA MEMORIAL DISTRICT HOSPITAL
2020-04-12 8:03:05,2020-04-12 8:03:05,1,10000,0,0,DOH000000000002141,0,0,0,0,0,0,2,0,0,2020-04-12,0,0,0,DR. LORENZO T. ZIGA MEMORIAL DISTRICT HOSPITAL
2020-04-11 7:53:00,2020-04-11 7:53:00,1,8896,0,0,DOH000000000002141,0,0,0,0,0,0,0,0,0,2020-04-11,0,0,0,DR. LORENZO T. ZIGA MEMORIAL DISTRICT HOSPITAL
2020-04-13 7:49:26,2020-04-13 7:49:26,1,10998,0,0,DOH000000000002141,0,0,0,0,0,0,1,0,0,2020-04-13,0,0,0,DR. LORENZO T. ZIGA MEMORIAL DISTRICT HOSPITAL
2020-04-09 16:37:39,2020-04-09 16:37:39,3,7665,0,0,DOH000000000002143,0,0,0,0,4,0,0,0,0,2020-04-09,0,0,7,BUTUAN MEDICAL CENTER
2020-04-13 8:20:08,2020-04-13 8:20:08,1,11118,0,0,DOH000000000002143,0,0,0,0,4,0,0,0,0,2020-04-13,0,0,7,BUTUAN MEDICAL CENTER
2020-04-12 16:35:04,2020-04-12 16:35:04,3,10762,0,0,DOH000000000002143,0,0,0,0,4,0,0,0,0,2020-04-12,0,0,7,BUTUAN MEDICAL CENTER
2020-04-04 17:02:04,2020-04-04 17:02:04,3,3482,0,0,DOH000000000002143,0,0,0,0,2,0,2,0,0,2020-04-04,0,2,7,BUTUAN MEDICAL CENTER
2020-04-11 12:52:59,2020-04-11 12:52:59,2,9420,0,0,DOH000000000002143,0,0,0,0,4,0,0,0,0,2020-04-11,0,0,7,BUTUAN MEDICAL CENTER
2020-04-05 12:59:04,2020-04-05 12:59:04,2,3886,0,0,DOH000000000002143,0,0,0,0,2,0,2,0,0,2020-04-05,0,2,7,BUTUAN MEDICAL CENTER
2020-04-08 16:04:44,2020-04-08 16:04:44,3,6561,0,1,DOH000000000002143,0,0,0,0,4,0,0,0,0,2020-04-08,0,0,7,BUTUAN MEDICAL CENTER
2020-04-10 13:01:43,2020-04-10 13:01:43,2,8370,0,0,DOH000000000002143,0,0,0,0,4,0,0,0,0,2020-04-10,0,0,7,BUTUAN MEDICAL CENTER
2020-04-14 15:39:17,2020-04-14 15:39:17,2,13178,0,0,DOH000000000002143,0,0,0,0,4,0,0,0,0,2020-04-14,0,0,7,BUTUAN MEDICAL CENTER
2020-04-10 15:58:29,2020-04-10 15:58:29,1,8556,0,0,DOH000000000002151,0,0,0,0,0,0,0,0,0,2020-04-10,0,0,0,"BETHEL BAPTIST HOSPITAL, INC."
2020-04-06 12:30:08,2020-04-06 12:30:08,3,4585,0,0,DOH000000000002151,0,0,0,0,0,0,0,0,0,2020-04-06,0,0,0,"BETHEL BAPTIST HOSPITAL, INC."
2020-04-09 15:41:41,2020-04-09 15:41:41,3,7478,0,0,DOH000000000002151,0,0,0,0,0,0,0,0,0,2020-04-09,0,0,0,"BETHEL BAPTIST HOSPITAL, INC."
2020-04-14 14:40:44,2020-04-14 14:40:44,3,13111,0,0,DOH000000000002151,0,0,0,0,0,0,0,0,0,2020-04-14,0,0,0,"BETHEL BAPTIST HOSPITAL, INC."
2020-04-08 15:08:31,2020-04-08 15:08:31,3,6443,0,0,DOH000000000002151,0,0,0,0,0,0,0,0,0,2020-04-08,0,0,0,"BETHEL BAPTIST HOSPITAL, INC."
2020-04-07 14:43:07,2020-04-07 14:43:07,3,5523,0,0,DOH000000000002151,0,0,0,0,0,0,0,0,0,2020-04-07,0,0,0,"BETHEL BAPTIST HOSPITAL, INC."
2020-04-15 11:28:33,2020-04-15 11:28:33,2,14252,0,0,DOH000000000002151,0,0,0,0,0,0,0,0,0,2020-04-15,0,0,0,"BETHEL BAPTIST HOSPITAL, INC."
2020-04-15 14:02:16,2020-04-15 14:02:16,1,14606,0,0,DOH000000000002154,0,0,0,0,0,0,0,0,0,2020-04-15,0,0,0,LORETO MUNICIPAL HOSPITAL
2020-04-11 14:51:29,2020-04-11 14:51:29,3,9508,0,0,DOH000000000002154,0,0,0,0,0,0,0,0,0,2020-04-11,0,0,0,LORETO MUNICIPAL HOSPITAL
2020-04-12 15:44:12,2020-04-12 15:44:12,3,10604,0,0,DOH000000000002154,0,0,0,0,0,0,0,0,0,2020-04-12,0,0,0,LORETO MUNICIPAL HOSPITAL
2020-04-09 16:02:06,2020-04-09 16:02:06,3,7547,0,0,DOH000000000002154,0,0,0,0,0,0,0,0,0,2020-04-09,0,0,0,LORETO MUNICIPAL HOSPITAL
2020-04-08 16:23:15,2020-04-08 16:23:15,3,6627,0,0,DOH000000000002154,0,0,0,0,0,0,0,0,0,2020-04-08,0,0,0,LORETO MUNICIPAL HOSPITAL
2020-04-14 15:18:21,2020-04-14 15:18:21,3,13138,0,0,DOH000000000002154,0,0,0,0,0,0,0,0,0,2020-04-14,0,0,0,LORETO MUNICIPAL HOSPITAL
2020-04-10 15:28:33,2020-04-10 15:28:33,3,8473,0,0,DOH000000000002154,0,0,0,0,0,0,0,0,0,2020-04-10,0,0,0,LORETO MUNICIPAL HOSPITAL
2020-04-13 15:35:28,2020-04-13 15:35:28,3,11791,0,0,DOH000000000002154,0,0,0,0,0,0,0,0,0,2020-04-13,0,0,0,LORETO MUNICIPAL HOSPITAL
2020-04-13 15:52:51,2020-04-13 15:52:51,3,11849,0,0,DOH000000000002156,0,0,0,0,0,0,0,0,0,2020-04-13,0,0,0,"MALTA MEDICAL CENTER, INC."
2020-04-15 13:59:39,2020-04-15 13:59:39,2,14600,0,0,DOH000000000002156,0,0,0,0,0,0,0,0,0,2020-04-15,0,0,0,"MALTA MEDICAL CENTER, INC."
2020-04-14 17:15:03,2020-04-14 17:15:03,2,13480,0,0,DOH000000000002156,0,0,0,0,0,0,0,0,0,2020-04-14,0,0,0,"MALTA MEDICAL CENTER, INC."
2020-04-13 7:56:19,2020-04-13 7:56:19,1,11014,0,0,DOH000000000002159,0,0,0,0,0,0,0,0,0,2020-04-13,0,0,1,MANITO MUNICIPAL HOSPITAL
2020-04-12 7:57:43,2020-04-12 7:57:43,1,9982,0,0,DOH000000000002159,0,0,0,0,0,0,0,0,0,2020-04-12,0,0,1,MANITO MUNICIPAL HOSPITAL
2020-04-14 8:11:56,2020-04-14 8:11:56,1,12407,0,0,DOH000000000002159,0,0,0,0,0,0,0,0,0,2020-04-14,0,0,1,MANITO MUNICIPAL HOSPITAL
2020-04-15 8:49:43,2020-04-15 8:49:43,1,14025,0,0,DOH000000000002159,0,0,0,0,0,0,0,0,0,2020-04-15,0,0,1,MANITO MUNICIPAL HOSPITAL
2020-04-11 10:29:00,2020-04-11 10:29:00,1,9173,0,0,DOH000000000002159,0,0,0,0,0,0,0,0,0,2020-04-11,0,0,1,MANITO MUNICIPAL HOSPITAL
2020-04-12 7:02:43,2020-04-12 7:02:43,1,9886,0,0,DOH000000000002163,0,0,0,0,0,0,0,0,0,2020-04-12,0,0,0,PANTALEON G. GOTLADERA MEMORIAL HOSPITAL
2020-04-15 7:55:20,2020-04-15 7:55:20,1,13757,0,0,DOH000000000002163,0,0,0,0,0,0,0,0,0,2020-04-15,0,0,0,PANTALEON G. GOTLADERA MEMORIAL HOSPITAL
2020-04-14 7:15:16,2020-04-14 7:15:16,1,12195,0,0,DOH000000000002163,0,0,0,0,0,0,0,0,0,2020-04-14,0,0,0,PANTALEON G. GOTLADERA MEMORIAL HOSPITAL
2020-04-10 16:07:52,2020-04-10 16:07:52,3,8604,0,0,DOH000000000002163,0,0,0,0,0,0,0,0,0,2020-04-10,0,0,0,PANTALEON G. GOTLADERA MEMORIAL HOSPITAL
2020-04-13 8:14:53,2020-04-13 8:14:53,1,11103,0,0,DOH000000000002163,0,0,0,0,0,0,0,0,0,2020-04-13,0,0,0,PANTALEON G. GOTLADERA MEMORIAL HOSPITAL
2020-04-11 10:33:27,2020-04-11 10:33:27,1,9180,0,0,DOH000000000002163,0,0,0,0,0,0,0,0,0,2020-04-11,0,0,0,PANTALEON G. GOTLADERA MEMORIAL HOSPITAL
2020-04-10 18:01:12,2020-04-10 18:01:12,3,8752,0,0,DOH000000000002164,3,0,0,0,0,0,0,0,0,2020-04-10,0,0,0,GAMBALAN HOSPITAL
2020-04-12 15:53:37,2020-04-12 15:53:37,3,10628,0,0,DOH000000000002164,3,3,0,0,0,0,0,0,0,2020-04-12,0,0,3,GAMBALAN HOSPITAL
2020-04-15 14:00:43,2020-04-15 14:00:43,2,14603,0,0,DOH000000000002164,3,3,0,0,0,0,0,0,0,2020-04-15,0,0,3,GAMBALAN HOSPITAL
2020-04-14 17:51:30,2020-04-14 17:51:30,3,13520,0,0,DOH000000000002164,3,3,0,0,0,0,0,0,0,2020-04-14,0,0,3,GAMBALAN HOSPITAL
2020-04-11 16:19:37,2020-04-11 16:19:37,3,9678,0,0,DOH000000000002164,3,3,0,0,0,0,0,0,0,2020-04-11,0,0,3,GAMBALAN HOSPITAL
2020-04-13 11:34:41,2020-04-13 11:34:41,2,11417,0,0,DOH000000000002164,3,3,0,0,0,0,0,0,0,2020-04-13,0,0,3,GAMBALAN HOSPITAL
2020-04-09 16:02:24,2020-04-09 16:02:24,3,7553,0,0,DOH000000000002165,3,0,0,0,3,0,3,0,0,2020-04-09,1,0,0,AMAI PAKPAK MEDICAL CENTER
2020-04-07 9:12:12,2020-04-07 9:12:12,1,5178,0,0,DOH000000000002185,1,2,0,0,1,0,0,0,0,2020-04-07,0,0,5,"STA. TERESITA HOSPITAL, INC."
2020-04-08 8:15:34,2020-04-08 8:15:34,1,5962,0,0,DOH000000000002185,1,2,0,0,1,0,0,0,0,2020-04-08,0,0,5,"STA. TERESITA HOSPITAL, INC."
2020-03-28 8:55:52,2020-03-28 8:55:52,1,217,0,0,DOH000000000002185,1,2,0,0,1,0,0,0,0,2020-03-28,0,0,5,"STA. TERESITA HOSPITAL, INC."
2020-03-30 9:40:39,2020-03-30 9:40:39,1,685,0,0,DOH000000000002185,1,2,0,0,1,0,0,0,0,2020-03-30,0,0,5,"STA. TERESITA HOSPITAL, INC."
2020-04-09 9:48:52,2020-04-09 9:48:52,1,7089,0,0,DOH000000000002185,1,2,0,0,1,0,0,0,0,2020-04-09,0,0,5,"STA. TERESITA HOSPITAL, INC."
2020-04-03 8:39:04,2020-04-03 8:39:04,1,2456,0,0,DOH000000000002185,1,2,0,0,1,0,0,0,0,2020-04-03,0,0,5,"STA. TERESITA HOSPITAL, INC."
2020-03-27 10:24:17,2020-03-27 10:24:17,1,90,0,0,DOH000000000002185,0,2,0,0,1,0,0,0,0,2020-03-27,0,0,5,"STA. TERESITA HOSPITAL, INC."
2020-04-13 9:42:34,2020-04-13 9:42:34,1,11303,0,0,DOH000000000002185,1,2,0,0,1,0,0,0,0,2020-04-13,0,0,5,"STA. TERESITA HOSPITAL, INC."
2020-04-01 9:55:48,2020-04-01 9:55:48,1,1511,0,0,DOH000000000002185,1,2,0,0,1,0,0,0,0,2020-04-01,0,0,5,"STA. TERESITA HOSPITAL, INC."
2020-04-14 9:45:50,2020-04-14 9:45:50,1,12648,0,0,DOH000000000002185,1,3,0,0,1,0,0,0,0,2020-04-14,0,0,5,"STA. TERESITA HOSPITAL, INC."
2020-03-29 7:55:45,2020-03-29 7:55:45,1,371,0,0,DOH000000000002185,1,2,0,0,1,0,0,0,0,2020-03-29,0,0,5,"STA. TERESITA HOSPITAL, INC."
2020-04-02 9:25:14,2020-04-02 9:25:14,1,1991,0,0,DOH000000000002185,1,2,0,0,1,0,0,0,0,2020-04-02,0,0,5,"STA. TERESITA HOSPITAL, INC."
2020-04-06 22:19:47,2020-04-06 22:19:47,1,4939,0,0,DOH000000000002185,1,2,0,0,1,0,0,0,0,2020-04-06,0,0,5,"STA. TERESITA HOSPITAL, INC."
2020-03-31 8:44:04,2020-03-31 8:44:04,1,1010,0,0,DOH000000000002185,1,2,0,0,1,0,0,0,0,2020-03-31,0,0,5,"STA. TERESITA HOSPITAL, INC."
2020-04-15 13:38:08,2020-04-15 13:38:08,2,14580,0,0,DOH000000000002185,1,2,0,0,1,0,0,0,0,2020-04-15,0,0,5,"STA. TERESITA HOSPITAL, INC."
2020-04-14 11:51:07,2020-04-14 11:51:07,2,12816,0,0,DOH000000000002191,0,0,0,0,0,0,0,0,0,2020-04-14,0,0,0,DIVINE MERCY FOUNDATION OF URDANETA HOSPITAL
2020-04-13 15:48:46,2020-04-13 15:48:46,3,11826,0,0,DOH000000000002191,0,0,0,0,0,0,0,0,0,2020-04-13,0,0,0,DIVINE MERCY FOUNDATION OF URDANETA HOSPITAL
2020-04-15 7:46:40,2020-04-15 7:46:40,1,13715,0,0,DOH000000000002191,0,0,0,0,0,0,0,0,0,2020-04-15,0,0,0,DIVINE MERCY FOUNDATION OF URDANETA HOSPITAL
