updateddate,addeddate,reportdate,icu_np_o,beds_ward_v,isolbed_o,icu_wnp_v,hfhudcode,beds_ward_o,id,reporttime,icu_np_v,mechvent_o,mechvent_v,isolbed_v,icu_wnp_o,cfname
4/12/2020 9:42,4/12/2020 9:42,4/12/2020,0,0,0,0,DOH000000000001815,0,10209,1,0,0,1,2,0,"CAPIZ EMMANUEL HOSPITAL, INC."
4/11/2020 9:11,4/11/2020 9:11,4/11/2020,0,0,0,0,DOH000000000001815,0,9099,1,0,0,1,2,0,"CAPIZ EMMANUEL HOSPITAL, INC."
4/10/2020 11:37,4/10/2020 11:37,4/10/2020,0,0,0,0,DOH000000000001815,0,8159,1,0,0,1,2,0,"CAPIZ EMMANUEL HOSPITAL, INC."
4/5/2020 9:08,4/5/2020 9:08,4/5/2020,0,12,0,0,DOH000000000001819,0,3694,1,0,0,1,0,0,NORTHERN PALAWAN PROVINCIAL HOSPITAL
4/8/2020 11:41,4/8/2020 11:41,4/8/2020,0,0,0,0,DOH000000000001819,0,6194,2,0,0,1,12,0,NORTHERN PALAWAN PROVINCIAL HOSPITAL
4/7/2020 9:29,4/7/2020 9:29,4/7/2020,0,0,0,0,DOH000000000001819,0,5196,1,0,0,1,12,0,NORTHERN PALAWAN PROVINCIAL HOSPITAL
3/27/2020 13:01,3/27/2020 13:01,3/27/2020,0,12,0,0,DOH000000000001819,0,120,2,0,0,1,0,0,NORTHERN PALAWAN PROVINCIAL HOSPITAL
4/9/2020 9:01,4/9/2020 9:01,4/9/2020,0,12,0,0,DOH000000000001819,0,7026,1,0,0,1,0,0,NORTHERN PALAWAN PROVINCIAL HOSPITAL
4/6/2020 11:33,4/6/2020 11:33,4/6/2020,0,12,0,0,DOH000000000001819,0,4458,2,0,0,1,0,0,NORTHERN PALAWAN PROVINCIAL HOSPITAL
3/29/2020 11:02,3/29/2020 11:02,3/29/2020,0,12,0,0,DOH000000000001819,0,449,2,0,0,1,0,0,NORTHERN PALAWAN PROVINCIAL HOSPITAL
3/30/2020 8:57,3/30/2020 8:57,3/30/2020,0,12,0,0,DOH000000000001819,0,661,1,0,0,1,0,0,NORTHERN PALAWAN PROVINCIAL HOSPITAL
4/3/2020 8:31,4/3/2020 8:31,4/3/2020,0,12,0,0,DOH000000000001819,0,2438,1,0,0,1,0,0,NORTHERN PALAWAN PROVINCIAL HOSPITAL
4/4/2020 9:46,4/4/2020 9:46,4/4/2020,0,12,0,0,DOH000000000001819,0,3134,1,0,0,1,0,0,NORTHERN PALAWAN PROVINCIAL HOSPITAL
4/13/2020 7:58,4/13/2020 7:58,4/13/2020,0,12,0,0,DOH000000000001819,0,11022,1,0,0,1,0,0,NORTHERN PALAWAN PROVINCIAL HOSPITAL
4/12/2020 8:58,4/12/2020 8:58,4/12/2020,0,12,0,0,DOH000000000001819,0,10149,1,0,0,1,0,0,NORTHERN PALAWAN PROVINCIAL HOSPITAL
4/10/2020 9:03,4/10/2020 9:03,4/10/2020,0,12,0,0,DOH000000000001819,0,7991,1,0,0,1,0,0,NORTHERN PALAWAN PROVINCIAL HOSPITAL
3/28/2020 13:01,3/28/2020 13:01,3/28/2020,0,12,0,0,DOH000000000001819,0,280,2,0,0,1,0,0,NORTHERN PALAWAN PROVINCIAL HOSPITAL
4/2/2020 12:24,4/2/2020 12:24,4/2/2020,0,12,0,0,DOH000000000001819,0,2113,2,0,0,1,0,0,NORTHERN PALAWAN PROVINCIAL HOSPITAL
4/1/2020 8:33,4/1/2020 8:33,4/1/2020,0,12,0,0,DOH000000000001819,0,1437,1,0,0,1,0,0,NORTHERN PALAWAN PROVINCIAL HOSPITAL
3/31/2020 7:39,3/31/2020 7:39,3/31/2020,0,12,0,0,DOH000000000001819,0,933,1,0,0,1,0,0,NORTHERN PALAWAN PROVINCIAL HOSPITAL
4/14/2020 8:32,4/14/2020 8:32,4/14/2020,0,12,0,0,DOH000000000001819,0,12487,1,0,0,1,0,0,NORTHERN PALAWAN PROVINCIAL HOSPITAL
4/11/2020 13:38,4/11/2020 13:38,4/11/2020,0,12,0,0,DOH000000000001819,0,9464,2,0,0,1,0,0,NORTHERN PALAWAN PROVINCIAL HOSPITAL
4/5/2020 17:09,4/5/2020 17:09,4/5/2020,0,0,0,0,DOH000000000001825,0,4078,3,0,0,0,3,0,MINA DE ORO GENERAL HOSPITAL
4/13/2020 13:38,4/13/2020 13:38,4/13/2020,0,0,0,0,DOH000000000001825,0,11682,1,0,0,0,3,0,MINA DE ORO GENERAL HOSPITAL
4/6/2020 11:00,4/6/2020 11:00,4/6/2020,0,0,0,0,DOH000000000001825,0,4436,2,0,0,0,3,0,MINA DE ORO GENERAL HOSPITAL
4/9/2020 13:11,4/9/2020 13:11,4/9/2020,0,0,0,0,DOH000000000001825,0,7392,1,0,0,0,3,0,MINA DE ORO GENERAL HOSPITAL
4/8/2020 16:26,4/8/2020 16:26,4/8/2020,0,0,0,0,DOH000000000001825,0,6634,3,0,0,0,3,0,MINA DE ORO GENERAL HOSPITAL
4/12/2020 17:53,4/12/2020 17:53,4/12/2020,0,0,0,0,DOH000000000001825,0,10818,3,0,0,0,3,0,MINA DE ORO GENERAL HOSPITAL
4/10/2020 15:38,4/10/2020 15:38,4/10/2020,0,0,0,0,DOH000000000001825,0,8502,1,0,0,0,3,0,MINA DE ORO GENERAL HOSPITAL
4/3/2020 2:49,4/3/2020 2:49,4/3/2020,0,0,0,0,DOH000000000001825,0,2730,3,0,0,0,3,0,MINA DE ORO GENERAL HOSPITAL
4/2/2020 4:22,4/2/2020 4:22,4/2/2020,0,0,0,0,DOH000000000001825,0,2260,3,0,0,0,3,0,MINA DE ORO GENERAL HOSPITAL
4/4/2020 16:23,4/4/2020 16:23,4/4/2020,0,0,0,0,DOH000000000001825,0,3429,3,0,0,0,3,0,MINA DE ORO GENERAL HOSPITAL
4/7/2020 14:06,4/7/2020 14:06,4/7/2020,0,0,0,0,DOH000000000001825,0,5502,3,0,0,0,3,0,MINA DE ORO GENERAL HOSPITAL
4/14/2020 13:32,4/14/2020 13:32,4/14/2020,0,0,0,0,DOH000000000001825,0,13050,2,0,0,0,3,0,MINA DE ORO GENERAL HOSPITAL
4/11/2020 10:57,4/11/2020 10:57,4/11/2020,0,0,0,0,DOH000000000001825,0,9199,1,0,0,0,3,0,MINA DE ORO GENERAL HOSPITAL
4/2/2020 8:47,4/2/2020 8:47,4/2/2020,0,0,0,0,DOH000000000001873,0,1952,1,0,0,1,2,6,"UNIVERSIDAD DE STA. ISABEL DE NAGA, INC."
3/31/2020 8:38,3/31/2020 8:38,3/31/2020,0,0,0,0,DOH000000000001873,0,1002,1,0,0,1,2,6,"UNIVERSIDAD DE STA. ISABEL DE NAGA, INC."
4/1/2020 8:20,4/1/2020 8:20,4/1/2020,0,0,0,0,DOH000000000001873,0,1420,1,0,0,1,2,6,"UNIVERSIDAD DE STA. ISABEL DE NAGA, INC."
4/12/2020 9:52,4/12/2020 9:52,4/12/2020,0,0,0,1,DOH000000000001873,0,10217,1,0,0,1,2,5,"UNIVERSIDAD DE STA. ISABEL DE NAGA, INC."
4/9/2020 12:04,4/9/2020 12:04,4/9/2020,0,0,0,0,DOH000000000001873,0,7257,2,0,0,1,2,6,"UNIVERSIDAD DE STA. ISABEL DE NAGA, INC."
4/7/2020 16:05,4/7/2020 16:05,4/7/2020,0,2,0,0,DOH000000000001873,0,5631,3,0,0,1,2,1,"UNIVERSIDAD DE STA. ISABEL DE NAGA, INC."
4/3/2020 8:31,4/3/2020 8:31,4/3/2020,0,0,0,0,DOH000000000001873,0,2439,1,0,0,1,2,6,"UNIVERSIDAD DE STA. ISABEL DE NAGA, INC."
4/14/2020 8:04,4/14/2020 8:04,4/14/2020,0,0,0,1,DOH000000000001873,0,12367,1,0,0,1,2,5,"UNIVERSIDAD DE STA. ISABEL DE NAGA, INC."
4/11/2020 13:28,4/11/2020 13:28,4/11/2020,0,0,0,1,DOH000000000001873,0,9457,2,0,0,1,2,5,"UNIVERSIDAD DE STA. ISABEL DE NAGA, INC."
4/4/2020 14:53,4/4/2020 14:53,4/4/2020,0,0,0,0,DOH000000000001873,0,3330,2,0,0,1,2,6,"UNIVERSIDAD DE STA. ISABEL DE NAGA, INC."
4/6/2020 8:59,4/6/2020 8:59,4/6/2020,0,0,0,0,DOH000000000001873,0,4327,1,0,0,1,2,6,"UNIVERSIDAD DE STA. ISABEL DE NAGA, INC."
3/28/2020 18:54,3/28/2020 18:54,3/28/2020,0,0,0,0,DOH000000000001873,0,338,1,0,0,1,2,6,"UNIVERSIDAD DE STA. ISABEL DE NAGA, INC."
4/5/2020 9:38,4/5/2020 9:38,4/5/2020,0,0,0,0,DOH000000000001873,0,3713,1,0,0,1,2,6,"UNIVERSIDAD DE STA. ISABEL DE NAGA, INC."
3/27/2020 10:44,3/27/2020 10:44,3/27/2020,0,0,0,0,DOH000000000001873,0,93,2,0,0,1,2,6,"UNIVERSIDAD DE STA. ISABEL DE NAGA, INC."
3/30/2020 8:37,3/30/2020 8:37,3/30/2020,0,0,0,0,DOH000000000001873,0,641,1,0,0,1,2,6,"UNIVERSIDAD DE STA. ISABEL DE NAGA, INC."
4/13/2020 8:51,4/13/2020 8:51,4/13/2020,0,0,0,0,DOH000000000001873,0,11214,1,0,0,1,2,6,"UNIVERSIDAD DE STA. ISABEL DE NAGA, INC."
4/10/2020 9:24,4/10/2020 9:24,4/10/2020,0,0,0,1,DOH000000000001873,0,8030,1,0,0,1,2,5,"UNIVERSIDAD DE STA. ISABEL DE NAGA, INC."
4/8/2020 16:01,4/8/2020 16:01,4/8/2020,0,0,0,0,DOH000000000001880,0,6545,3,0,0,0,1,0,PALANAN STATION HOSPITAL
4/12/2020 9:42,4/12/2020 9:42,4/12/2020,0,0,0,0,DOH000000000001880,0,10206,3,0,0,0,1,0,PALANAN STATION HOSPITAL
4/9/2020 16:11,4/9/2020 16:11,4/9/2020,0,0,0,0,DOH000000000001880,0,7598,3,0,0,0,1,0,PALANAN STATION HOSPITAL
4/13/2020 9:00,4/13/2020 9:00,4/13/2020,0,0,0,1,DOH000000000001880,0,11240,1,0,0,0,0,0,PALANAN STATION HOSPITAL
4/14/2020 11:36,4/14/2020 11:36,4/14/2020,0,0,0,0,DOH000000000001880,0,12767,1,0,0,0,1,0,PALANAN STATION HOSPITAL
4/11/2020 14:02,4/11/2020 14:02,4/11/2020,0,0,0,0,DOH000000000001880,0,9485,3,0,0,0,1,0,PALANAN STATION HOSPITAL
3/28/2020 16:17,3/28/2020 16:17,3/28/2020,0,0,0,0,DOH000000000001902,0,322,3,0,0,1,0,0,"ALLAH VALLEY MEDICAL SPECIALISTS CENTER, INC."
4/7/2020 16:04,4/7/2020 16:04,4/7/2020,0,0,0,0,DOH000000000001902,0,5623,3,0,0,1,0,0,"ALLAH VALLEY MEDICAL SPECIALISTS CENTER, INC."
4/5/2020 18:25,4/5/2020 18:25,4/5/2020,0,0,0,0,DOH000000000001902,0,4110,3,0,0,1,0,0,"ALLAH VALLEY MEDICAL SPECIALISTS CENTER, INC."
3/27/2020 18:53,3/27/2020 18:53,3/27/2020,0,0,0,0,DOH000000000001902,0,162,3,0,0,1,0,0,"ALLAH VALLEY MEDICAL SPECIALISTS CENTER, INC."
4/4/2020 18:13,4/4/2020 18:13,4/4/2020,0,0,0,0,DOH000000000001902,0,3503,3,0,0,1,0,0,"ALLAH VALLEY MEDICAL SPECIALISTS CENTER, INC."
4/8/2020 18:20,4/8/2020 18:20,4/8/2020,0,0,0,0,DOH000000000001902,0,6721,3,0,0,1,0,0,"ALLAH VALLEY MEDICAL SPECIALISTS CENTER, INC."
4/3/2020 12:10,4/3/2020 12:10,4/3/2020,0,0,0,0,DOH000000000001902,0,2633,2,0,0,1,0,0,"ALLAH VALLEY MEDICAL SPECIALISTS CENTER, INC."
3/31/2020 12:05,3/31/2020 12:05,3/31/2020,0,0,0,0,DOH000000000001902,0,1128,2,0,0,1,0,0,"ALLAH VALLEY MEDICAL SPECIALISTS CENTER, INC."
3/30/2020 16:42,3/30/2020 16:42,3/30/2020,0,0,0,0,DOH000000000001902,0,861,3,0,0,1,0,0,"ALLAH VALLEY MEDICAL SPECIALISTS CENTER, INC."
4/1/2020 12:15,4/1/2020 9:22,4/1/2020,0,0,0,0,DOH000000000001902,0,1489,2,0,1,0,0,0,"ALLAH VALLEY MEDICAL SPECIALISTS CENTER, INC."
4/9/2020 16:27,4/9/2020 16:27,4/9/2020,0,0,0,0,DOH000000000001902,0,7640,3,0,0,1,0,0,"ALLAH VALLEY MEDICAL SPECIALISTS CENTER, INC."
4/14/2020 12:21,4/14/2020 12:21,4/14/2020,0,0,0,0,DOH000000000001902,0,12927,2,0,0,1,0,0,"ALLAH VALLEY MEDICAL SPECIALISTS CENTER, INC."
4/2/2020 12:10,4/2/2020 12:10,4/2/2020,0,0,0,0,DOH000000000001902,0,2097,2,0,0,1,0,0,"ALLAH VALLEY MEDICAL SPECIALISTS CENTER, INC."
4/11/2020 16:02,4/11/2020 16:02,4/11/2020,0,0,0,0,DOH000000000001902,0,9612,3,0,0,1,0,0,"ALLAH VALLEY MEDICAL SPECIALISTS CENTER, INC."
4/12/2020 16:02,4/12/2020 16:02,4/12/2020,0,0,0,0,DOH000000000001902,0,10663,3,0,0,1,0,0,"ALLAH VALLEY MEDICAL SPECIALISTS CENTER, INC."
4/10/2020 16:02,4/10/2020 16:02,4/10/2020,0,0,0,0,DOH000000000001902,0,8570,3,0,0,1,0,0,"ALLAH VALLEY MEDICAL SPECIALISTS CENTER, INC."
3/29/2020 17:51,3/29/2020 17:51,3/29/2020,0,0,0,0,DOH000000000001902,0,553,3,0,0,1,0,0,"ALLAH VALLEY MEDICAL SPECIALISTS CENTER, INC."
4/6/2020 16:30,4/6/2020 16:30,4/6/2020,0,0,0,0,DOH000000000001902,0,4835,3,0,0,1,0,0,"ALLAH VALLEY MEDICAL SPECIALISTS CENTER, INC."
4/13/2020 16:07,4/13/2020 16:07,4/13/2020,0,0,0,0,DOH000000000001902,0,11919,3,0,0,1,0,0,"ALLAH VALLEY MEDICAL SPECIALISTS CENTER, INC."
4/13/2020 16:06,4/13/2020 16:06,4/13/2020,0,7,0,1,DOH000000000001918,3,11913,3,0,0,3,0,1,CARAGA REGIONAL HOSPITAL
4/10/2020 15:55,4/10/2020 15:55,4/10/2020,0,7,0,0,DOH000000000001918,3,8541,3,0,0,3,0,2,CARAGA REGIONAL HOSPITAL
4/5/2020 16:49,4/5/2020 16:49,4/5/2020,0,8,0,2,DOH000000000001918,2,4062,3,0,0,3,0,1,CARAGA REGIONAL HOSPITAL
4/6/2020 17:55,4/6/2020 17:55,4/6/2020,0,9,0,2,DOH000000000001918,1,4905,3,0,0,3,0,0,CARAGA REGIONAL HOSPITAL
4/4/2020 16:38,4/4/2020 16:38,4/4/2020,0,8,0,2,DOH000000000001918,2,3455,3,0,0,3,0,1,CARAGA REGIONAL HOSPITAL
4/8/2020 15:26,4/8/2020 15:26,4/8/2020,0,6,0,2,DOH000000000001918,4,6455,3,0,0,3,0,0,CARAGA REGIONAL HOSPITAL
4/3/2020 9:20,4/3/2020 9:20,4/3/2020,0,3,0,2,DOH000000000001918,2,2502,1,0,0,0,0,1,CARAGA REGIONAL HOSPITAL
4/14/2020 11:45,4/14/2020 11:45,4/14/2020,0,7,0,1,DOH000000000001918,3,12792,2,0,0,3,0,1,CARAGA REGIONAL HOSPITAL
4/12/2020 16:28,4/12/2020 16:28,4/12/2020,0,7,0,0,DOH000000000001918,3,10746,3,0,0,3,0,2,CARAGA REGIONAL HOSPITAL
4/11/2020 16:24,4/11/2020 16:24,4/11/2020,0,7,0,0,DOH000000000001918,3,9687,3,0,0,3,0,2,CARAGA REGIONAL HOSPITAL
4/7/2020 15:24,4/7/2020 15:24,4/7/2020,0,7,0,2,DOH000000000001918,3,5551,3,0,0,3,0,0,CARAGA REGIONAL HOSPITAL
4/9/2020 14:31,4/9/2020 14:31,4/9/2020,0,7,0,1,DOH000000000001918,3,7430,3,0,0,3,0,1,CARAGA REGIONAL HOSPITAL
4/8/2020 17:25,4/8/2020 17:25,4/8/2020,0,0,0,0,DOH000000000001933,0,6698,3,0,0,0,0,0,MIRANDA FAMILY HOSPITAL
4/9/2020 15:58,4/9/2020 15:58,4/9/2020,0,0,0,0,DOH000000000001933,0,7529,3,0,0,0,0,0,MIRANDA FAMILY HOSPITAL
4/11/2020 16:00,4/11/2020 16:00,4/11/2020,0,0,0,0,DOH000000000001933,0,9607,3,0,0,0,0,0,MIRANDA FAMILY HOSPITAL
4/12/2020 16:13,4/12/2020 16:13,4/12/2020,0,0,0,0,DOH000000000001933,0,10719,3,0,0,0,0,0,MIRANDA FAMILY HOSPITAL
4/10/2020 17:31,4/10/2020 17:31,4/10/2020,0,0,0,0,DOH000000000001933,0,8737,3,0,0,0,0,0,MIRANDA FAMILY HOSPITAL
4/4/2020 11:56,4/4/2020 11:56,4/4/2020,0,0,0,0,DOH000000000001945,0,3206,1,0,0,0,1,0,"GUIGUINTO POLYMEDIC HOSPITAL, INC. (formerly BULACAN POLYMED"
4/12/2020 7:22,4/12/2020 7:22,4/12/2020,0,0,0,0,DOH000000000001945,0,9915,1,0,0,0,1,0,"GUIGUINTO POLYMEDIC HOSPITAL, INC. (formerly BULACAN POLYMED"
4/3/2020 8:18,4/3/2020 8:18,4/3/2020,0,0,0,0,DOH000000000001945,0,2419,1,0,0,0,0,0,"GUIGUINTO POLYMEDIC HOSPITAL, INC. (formerly BULACAN POLYMED"
4/14/2020 12:05,4/14/2020 12:05,4/14/2020,0,0,0,0,DOH000000000001955,0,12881,2,0,0,0,0,0,MAGTABOG GENERAL HOSPITAL
4/11/2020 16:52,4/11/2020 16:52,4/11/2020,0,0,0,0,DOH000000000001955,0,9738,3,0,0,0,0,0,MAGTABOG GENERAL HOSPITAL
4/10/2020 15:58,4/10/2020 15:58,4/10/2020,0,0,0,0,DOH000000000001955,0,8555,3,0,0,0,0,0,MAGTABOG GENERAL HOSPITAL
4/9/2020 16:04,4/9/2020 16:04,4/9/2020,0,0,0,0,DOH000000000001955,0,7569,3,0,0,0,0,0,MAGTABOG GENERAL HOSPITAL
4/12/2020 15:55,4/12/2020 15:55,4/12/2020,0,0,0,0,DOH000000000001955,0,10632,3,0,0,0,0,0,MAGTABOG GENERAL HOSPITAL
4/13/2020 16:57,4/13/2020 16:57,4/13/2020,0,0,0,0,DOH000000000001955,0,12042,3,0,0,0,0,0,MAGTABOG GENERAL HOSPITAL
3/30/2020 17:33,3/30/2020 17:33,3/30/2020,0,7,0,0,DOH000000000001977,6,872,3,0,0,0,6,0,MARIVELES MENTAL WELLNESS  AND GENERAL HOSPITAL
3/28/2020 17:58,3/28/2020 17:58,3/28/2020,0,3,0,0,DOH000000000001977,7,336,3,0,0,0,10,0,MARIVELES MENTAL WELLNESS  AND GENERAL HOSPITAL
4/9/2020 17:46,4/9/2020 17:46,4/9/2020,0,2,0,0,DOH000000000001977,9,7717,3,0,6,5,0,0,MARIVELES MENTAL WELLNESS  AND GENERAL HOSPITAL
4/14/2020 10:17,4/14/2020 10:17,4/14/2020,0,0,0,0,DOH000000000001979,0,12676,1,0,0,0,0,0,NUESTRA SENORA DE PIAT DISTRICT HOSPITAL
4/8/2020 15:53,4/8/2020 15:53,4/8/2020,0,0,0,0,DOH000000000001979,0,6516,3,0,0,0,0,0,NUESTRA SENORA DE PIAT DISTRICT HOSPITAL
4/13/2020 11:08,4/13/2020 11:08,4/13/2020,0,0,0,0,DOH000000000001979,0,11373,2,0,0,0,0,0,NUESTRA SENORA DE PIAT DISTRICT HOSPITAL
4/11/2020 9:51,4/11/2020 9:51,4/11/2020,0,0,0,0,DOH000000000001979,0,9143,1,0,0,0,0,0,NUESTRA SENORA DE PIAT DISTRICT HOSPITAL
4/12/2020 13:23,4/12/2020 13:23,4/12/2020,0,0,0,0,DOH000000000001979,0,10504,2,0,0,0,0,0,NUESTRA SENORA DE PIAT DISTRICT HOSPITAL
4/10/2020 9:45,4/10/2020 9:45,4/10/2020,0,0,0,0,DOH000000000001979,0,8057,1,0,0,0,0,0,NUESTRA SENORA DE PIAT DISTRICT HOSPITAL
4/11/2020 15:24,4/11/2020 15:24,4/11/2020,0,6,0,0,DOH000000000001980,0,9533,3,0,0,0,0,0,ALICIA DISTRICT HOSPITAL
4/14/2020 11:25,4/14/2020 11:25,4/14/2020,0,6,0,0,DOH000000000001980,0,12738,2,0,0,0,0,0,ALICIA DISTRICT HOSPITAL
4/3/2020 4:00,4/3/2020 4:00,4/3/2020,0,6,0,0,DOH000000000001980,0,2800,3,0,0,0,0,0,ALICIA DISTRICT HOSPITAL
4/13/2020 15:26,4/13/2020 15:26,4/13/2020,0,6,0,0,DOH000000000001980,0,11780,3,0,0,0,0,0,ALICIA DISTRICT HOSPITAL
4/4/2020 15:34,4/4/2020 15:34,4/4/2020,0,6,0,0,DOH000000000001980,0,3352,3,0,0,0,0,0,ALICIA DISTRICT HOSPITAL
4/9/2020 16:18,4/9/2020 16:18,4/9/2020,0,6,0,0,DOH000000000001980,0,7628,3,0,0,0,0,0,ALICIA DISTRICT HOSPITAL
4/7/2020 15:28,4/7/2020 15:28,4/7/2020,0,6,0,0,DOH000000000001980,0,5560,3,0,0,0,0,0,ALICIA DISTRICT HOSPITAL
4/8/2020 15:13,4/8/2020 15:13,4/8/2020,0,6,0,0,DOH000000000001980,0,6447,3,0,0,0,0,0,ALICIA DISTRICT HOSPITAL
4/5/2020 15:48,4/5/2020 15:48,4/5/2020,0,6,0,0,DOH000000000001980,0,3953,3,0,0,0,0,0,ALICIA DISTRICT HOSPITAL
4/12/2020 15:11,4/12/2020 15:11,4/12/2020,0,6,0,0,DOH000000000001980,0,10568,3,0,0,0,0,0,ALICIA DISTRICT HOSPITAL
4/10/2020 15:20,4/10/2020 15:20,4/10/2020,0,6,0,0,DOH000000000001980,0,8463,3,0,0,0,0,0,ALICIA DISTRICT HOSPITAL
4/6/2020 15:44,4/6/2020 15:44,4/6/2020,0,6,0,0,DOH000000000001980,0,4717,3,0,0,0,0,0,ALICIA DISTRICT HOSPITAL
4/13/2020 9:33,4/13/2020 9:33,4/13/2020,0,0,0,3,DOH000000000001989,0,11290,1,0,0,2,0,3,"SAN PEDRO HOSPITAL OF DAVAO CITY, INC."
4/2/2020 8:40,4/2/2020 8:40,4/2/2020,0,0,0,0,DOH000000000001989,0,1948,1,0,0,1,0,0,"SAN PEDRO HOSPITAL OF DAVAO CITY, INC."
4/12/2020 13:24,4/12/2020 13:24,4/12/2020,0,0,0,2,DOH000000000001989,0,10506,2,0,0,2,0,4,"SAN PEDRO HOSPITAL OF DAVAO CITY, INC."
4/4/2020 13:32,4/4/2020 13:32,4/4/2020,0,0,0,6,DOH000000000001989,0,3305,2,0,1,1,0,4,"SAN PEDRO HOSPITAL OF DAVAO CITY, INC."
3/29/2020 11:42,3/29/2020 11:42,3/29/2020,0,0,0,0,DOH000000000001989,0,461,2,0,0,1,0,0,"SAN PEDRO HOSPITAL OF DAVAO CITY, INC."
4/11/2020 8:38,4/11/2020 8:38,4/11/2020,0,0,0,3,DOH000000000001989,0,9035,1,0,0,2,0,3,"SAN PEDRO HOSPITAL OF DAVAO CITY, INC."
4/14/2020 8:30,4/14/2020 8:30,4/14/2020,0,0,0,5,DOH000000000001989,0,12478,1,0,0,2,0,1,"SAN PEDRO HOSPITAL OF DAVAO CITY, INC."
3/28/2020 20:07,3/28/2020 20:07,3/28/2020,0,0,0,0,DOH000000000001989,0,341,3,0,0,1,0,0,"SAN PEDRO HOSPITAL OF DAVAO CITY, INC."
4/9/2020 8:51,4/9/2020 8:51,4/9/2020,0,0,0,2,DOH000000000001989,0,7006,1,0,0,2,0,4,"SAN PEDRO HOSPITAL OF DAVAO CITY, INC."
3/30/2020 8:09,3/30/2020 8:09,3/30/2020,0,0,0,0,DOH000000000001989,0,618,1,0,0,1,0,0,"SAN PEDRO HOSPITAL OF DAVAO CITY, INC."
4/6/2020 12:04,4/6/2020 12:04,4/6/2020,0,0,0,2,DOH000000000001989,0,4525,2,0,0,1,0,4,"SAN PEDRO HOSPITAL OF DAVAO CITY, INC."
3/31/2020 8:10,3/31/2020 8:10,3/31/2020,0,0,0,0,DOH000000000001989,0,966,1,0,0,1,0,0,"SAN PEDRO HOSPITAL OF DAVAO CITY, INC."
4/8/2020 9:17,4/8/2020 9:17,4/8/2020,0,0,0,3,DOH000000000001989,0,6094,1,0,0,2,0,3,"SAN PEDRO HOSPITAL OF DAVAO CITY, INC."
4/3/2020 8:50,4/3/2020 8:50,4/3/2020,0,0,0,0,DOH000000000001989,0,2471,1,0,0,1,0,0,"SAN PEDRO HOSPITAL OF DAVAO CITY, INC."
4/7/2020 9:20,4/7/2020 9:20,4/7/2020,0,0,0,3,DOH000000000001989,0,5188,1,0,0,0,0,3,"SAN PEDRO HOSPITAL OF DAVAO CITY, INC."
4/10/2020 15:15,4/10/2020 15:15,4/10/2020,0,0,0,2,DOH000000000001989,0,8454,1,0,0,2,0,4,"SAN PEDRO HOSPITAL OF DAVAO CITY, INC."
4/13/2020 15:18,4/13/2020 15:18,4/13/2020,0,0,0,0,DOH000000000001994,0,11763,1,0,0,0,0,0,MANDAON MEDICARE COMMUNITY HOSPITAL
4/14/2020 10:49,4/14/2020 10:49,4/14/2020,0,0,0,0,DOH000000000001994,0,12699,1,0,0,0,0,0,MANDAON MEDICARE COMMUNITY HOSPITAL
4/9/2020 15:21,4/9/2020 15:21,4/9/2020,0,0,0,0,DOH000000000002014,0,7458,3,0,0,0,2,0,TINAMBAC MEDICARE COMMUNITY HOSPITAL
4/12/2020 9:25,4/12/2020 9:25,4/12/2020,0,0,0,0,DOH000000000002014,0,10187,1,0,0,0,2,0,TINAMBAC MEDICARE COMMUNITY HOSPITAL
4/14/2020 9:42,4/14/2020 9:42,4/14/2020,0,0,0,0,DOH000000000002014,0,12644,1,0,0,0,2,0,TINAMBAC MEDICARE COMMUNITY HOSPITAL
4/10/2020 8:34,4/10/2020 8:34,4/10/2020,0,0,0,0,DOH000000000002014,0,7917,1,0,0,0,2,0,TINAMBAC MEDICARE COMMUNITY HOSPITAL
4/13/2020 8:18,4/13/2020 8:18,4/13/2020,0,0,0,0,DOH000000000002014,0,11112,1,0,0,0,2,0,TINAMBAC MEDICARE COMMUNITY HOSPITAL
4/11/2020 8:03,4/11/2020 8:03,4/11/2020,0,0,0,0,DOH000000000002014,0,8927,1,0,0,0,2,0,TINAMBAC MEDICARE COMMUNITY HOSPITAL
4/11/2020 8:41,4/11/2020 8:41,4/11/2020,0,0,0,0,DOH000000000002025,0,9045,1,0,0,0,1,0,MAGALLANES MEDICARE COMMUNITY HOSPITAL
4/14/2020 7:10,4/14/2020 7:10,4/14/2020,0,0,0,0,DOH000000000002025,0,12184,1,0,0,0,1,0,MAGALLANES MEDICARE COMMUNITY HOSPITAL
4/13/2020 7:50,4/13/2020 7:50,4/13/2020,0,0,0,0,DOH000000000002025,0,10999,1,0,0,0,1,0,MAGALLANES MEDICARE COMMUNITY HOSPITAL
4/10/2020 18:50,4/10/2020 18:50,4/10/2020,0,0,0,0,DOH000000000002025,0,8761,1,0,0,0,1,0,MAGALLANES MEDICARE COMMUNITY HOSPITAL
4/12/2020 9:34,4/12/2020 9:34,4/12/2020,0,0,0,0,DOH000000000002025,0,10197,1,0,0,0,1,0,MAGALLANES MEDICARE COMMUNITY HOSPITAL
4/13/2020 8:37,4/13/2020 8:37,4/13/2020,0,0,0,0,DOH000000000002051,0,11174,1,0,0,0,0,0,MAINIT MEDICARE COMMUNITY HOSPITAL
