updateddate,addeddate,hfhudcode,medtech,icu_nurse,resident,gown,id_specialist,er_nurse,ward_nurse,id,reportdate,gloves,surgmask,mechvent_tech,pulmo,respthe,shoe_cover,face_shield,n95mask,goggles,ic_specialist,head_cover,cfname
2020-04-03 18:46:07,2020-04-03 18:46:07,DOH000000000003620,0,0,0,9,0,0,0,220,2020-04-03,308,252,0,0,0,76,77,11,0,0,7000,SORSOGON MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES
2020-03-30 12:24:23,2020-03-30 12:24:23,DOH000000000003620,0,0,0,0,0,0,0,33,2020-03-30,334,19,0,0,0,26,21,13,73,0,10000,SORSOGON MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES
2020-04-10 14:12:58,2020-04-10 14:12:58,DOH000000000007055,1,0,1,0,0,1,1,370,2020-04-10,1,0,0,0,0,0,10,0,0,0,0,STO. NINO HOSPITAL
2020-03-28 11:51:19,2020-03-28 11:51:19,DOH000000000005964,1,0,1,10,0,1,2,19,2020-03-28,448,3,0,0,0,10,10,0,5,0,50,DIVINE WORD HOSPITAL
2020-04-03 3:32:14,2020-04-03 3:32:14,DOH000000000006900,0,0,1,0,0,1,1,150,2020-04-03,0,0,0,0,0,0,0,0,0,0,0,R AND L MEDICAL CLINIC
2020-03-31 4:14:49,2020-03-31 4:14:49,DOH000000000004522,0,0,1,0,0,1,1,45,2020-03-31,1,1,0,0,0,0,0,0,0,0,2,SEÑOR TESORO HOSPITAL
2020-04-10 15:28:47,2020-04-10 15:28:47,DOH000000000004522,0,0,1,0,0,1,1,411,2020-04-10,1,1,0,0,0,0,0,0,0,0,0,SEÑOR TESORO HOSPITAL
2020-04-03 3:22:36,2020-04-03 3:22:36,DOH000000000004924,1,0,3,0,0,1,1,138,2020-04-03,1,1,0,0,0,0,13,0,3,0,0,ST. MAGDALENE HOSPITAL
2020-04-02 5:56:08,2020-04-02 5:56:08,DOH000000000004924,1,0,3,0,0,1,1,76,2020-04-02,1,1,0,0,0,0,13,0,0,0,0,ST. MAGDALENE HOSPITAL
2020-04-10 11:25:57,2020-04-10 11:25:57,DOH000000000004924,1,0,3,0,0,1,1,329,2020-04-10,1,1,0,0,0,0,13,0,3,0,0,ST. MAGDALENE HOSPITAL
2020-04-11 15:53:43,2020-04-11 15:53:43,DOH000000000000261,1,0,3,21,0,1,4,606,2020-04-11,5,10,0,0,0,0,0,0,2,0,0,VIGA DISTRICT HOSPITAL
2020-04-10 14:07:26,2020-04-10 14:07:26,DOH000000000002761,3,0,3,5,0,1,1,367,2020-04-10,1,0,0,0,0,0,0,3,0,0,0,SAINT LAWRENCE HOSPITAL
2020-04-03 1:49:41,2020-04-03 1:49:41,DOH000000000002761,3,0,3,0,0,1,1,111,2020-04-03,1,0,0,0,0,0,0,0,0,0,0,SAINT LAWRENCE HOSPITAL
2020-04-06 16:30:34,2020-04-06 16:30:34,DOH000000000004078,1,0,1,50,0,1,1,261,2020-04-06,5,0,0,1,0,20,40,0,5,0,20,SAN FERNANDINO HOSPITAL
2020-04-11 0:24:34,2020-04-11 0:24:34,DOH000000000004078,1,0,1,50,0,1,1,572,2020-04-11,3,2,0,1,0,20,40,0,5,0,20,SAN FERNANDINO HOSPITAL
2020-04-10 9:21:25,2020-04-10 9:21:25,DOH000000000003877,0,0,1,0,0,1,3,302,2020-04-10,3,0,0,1,0,0,10,0,0,0,0,TABLAS DOCTORS HOSPITAL
2020-04-02 3:43:46,2020-04-02 3:43:46,DOH000000000003877,0,0,1,0,0,1,3,63,2020-04-02,0,0,0,1,0,0,63,0,0,0,0,TABLAS DOCTORS HOSPITAL
2020-04-02 4:06:45,2020-04-02 4:06:45,DOH000000000000231,3,0,2,5,0,1,6,68,2020-04-02,50,50,0,0,0,0,9,18,9,0,0,LUBANG DISTRICT HOSPITAL
2020-04-10 16:41:41,2020-04-10 16:41:41,DOH000000000000231,3,0,2,27,0,1,6,513,2020-04-10,10,1,0,0,0,50,20,1,50,0,0,LUBANG DISTRICT HOSPITAL
2020-04-03 4:03:18,2020-04-03 4:03:18,DOH000000000000231,3,0,2,9,0,1,6,177,2020-04-03,1,1,0,0,0,0,0,1,6,0,0,LUBANG DISTRICT HOSPITAL
2020-04-11 9:34:51,2020-04-11 9:34:51,DOH000000000003554,1,0,1,1,0,1,1,584,2020-04-11,0,0,0,0,0,0,3,0,3,0,30,PUYAOAN GENERAL HOSPITAL
2020-04-03 16:46:51,2020-04-03 16:46:51,DOH000000000000228,0,0,0,32,0,1,0,203,2020-04-03,10,5,0,0,0,25,106,4,25,0,92,QUEZON MEDICARE HOSPITAL
2020-04-03 3:19:28,2020-04-03 3:19:28,DOH000000000005454,1,0,1,10,0,1,2,136,2020-04-03,20,5,0,0,0,20,20,1,5,0,150,KABASALAN GENRAL HOSPITAL
2020-04-10 15:39:30,2020-04-10 15:39:30,DOH000000000005454,1,0,1,10,0,1,2,419,2020-04-10,20,5,0,0,0,20,20,1,5,0,150,KABASALAN GENRAL HOSPITAL
2020-04-11 7:44:59,2020-04-11 7:44:59,DOH000000000000019,1,0,1,5,0,1,6,574,2020-04-11,2,0,0,0,0,15,20,2,0,0,15,LA PAZ MUNICIPAL HOSPITAL
2020-04-03 17:24:13,2020-04-03 17:24:13,DOH000000000000019,1,0,1,5,0,1,6,213,2020-04-03,5,5,0,0,0,15,20,2,0,0,15,LA PAZ MUNICIPAL HOSPITAL
2020-04-10 17:15:32,2020-04-10 17:15:32,DOH000000000000004,1,0,2,0,0,1,2,536,2020-04-10,0,0,0,0,0,0,0,0,0,0,0,LABASON DISTRICT HOSPITAL
2020-04-07 12:06:54,2020-04-07 12:06:54,DOH000000000000621,2,0,1,1,0,1,2,268,2020-04-07,3,4,0,0,0,0,8,0,1,0,0,LINGIG COMMUNITY HOSPITAL
2020-04-10 16:02:41,2020-04-10 16:02:41,DOH000000000002713,2,0,3,10,0,1,3,463,2020-04-10,25,60,0,0,0,4,40,2,12,0,20,PALUAN COMMUNITY HOSPITAL
2020-04-03 4:16:35,2020-04-03 4:16:35,DOH000000000002713,2,0,3,10,0,1,3,182,2020-04-03,20,70,0,0,0,0,0,2,15,0,20,PALUAN COMMUNITY HOSPITAL
2020-04-10 15:58:47,2020-04-10 15:58:47,DOH000000000027779,0,0,1,1,0,1,1,453,2020-04-10,1,1,0,0,0,1,1,0,1,0,1,SIBUCO MUNICIPAL HOSPITAL
2020-04-10 16:34:19,2020-04-10 16:34:19,DOH000000000005786,1,0,1,0,0,1,5,505,2020-04-10,10,0,0,0,0,0,15,0,0,0,0,SIBUYAN DISTRICT HOSPITAL
2020-04-10 15:58:03,2020-04-10 15:58:03,DOH000000000002462,1,0,1,15,0,1,1,451,2020-04-10,5,2,0,0,0,0,50,3,30,0,200,SIPOCOT DISTRICT HOSPITAL
2020-04-10 21:13:31,2020-04-10 21:13:31,DOH000000000000060,0,0,1,28,0,1,1,565,2020-04-10,8,4,0,0,0,10,54,8,30,0,20,SIRUMA MUNICIPAL HOSPITAL
2020-04-03 3:28:06,2020-04-03 3:28:06,DOH000000000002532,1,0,1,9,0,1,2,146,2020-04-03,4,0,0,0,0,0,10,0,0,0,20,ST. PAUL GENERAL HOSPITAL
2020-04-10 12:03:55,2020-04-10 12:03:55,DOH000000000002532,1,0,1,9,0,1,2,335,2020-04-10,4,0,0,0,0,0,10,0,0,0,20,ST. PAUL GENERAL HOSPITAL
2020-04-10 9:04:13,2020-04-10 9:04:13,DOH000000000023750,1,0,4,11,0,1,1,298,2020-04-10,1,4,0,0,0,0,12,1,8,0,0,BALO-I PROVINCIAL HOSPITAL
2020-04-10 10:43:10,2020-04-10 10:43:10,DOH000000000000643,1,0,1,0,0,1,1,320,2020-04-10,2,4,0,0,0,2,10,2,3,0,10,MALIMONO DISTRICT HOSPITAL
2020-04-03 20:37:13,2020-04-03 20:37:13,DOH000000000000643,1,0,0,0,0,1,1,224,2020-04-03,3,5,0,0,0,2,5,2,2,0,10,MALIMONO DISTRICT HOSPITAL
2020-04-10 15:48:54,2020-04-10 15:48:54,DOH000000000000747,1,0,1,2,0,1,2,432,2020-04-10,10,1,0,0,0,0,10,0,0,0,2,SIBUTAD MUNICIPAL HOSPITAL
2020-04-10 14:53:47,2020-04-10 14:53:47,DOH000000000005204,1,0,2,25,0,1,1,385,2020-04-10,0,0,0,0,0,0,15,0,3,0,0,MARIHATAG DISTRICT HOSPITAL
2020-04-03 9:32:10,2020-04-03 9:32:10,DOH000000000005204,1,0,2,25,0,1,1,83,2020-04-03,0,3,0,0,0,4,7,0,3,0,15,MARIHATAG DISTRICT HOSPITAL
2020-03-26 14:28:06,2020-03-26 14:28:06,DOH000000000032921,0,0,1,0,0,1,1,3,2020-03-26,1,0,0,0,0,0,0,0,0,0,6,EROS MEDICAL LYING IN CLINIC
2020-04-02 4:25:13,2020-04-02 4:25:13,DOH000000000001825,0,0,1,10,0,1,1,69,2020-04-02,1,0,0,0,0,1,8,0,0,0,0,MINA DE ORO GENERAL HOSPITAL
2020-04-02 1:18:03,2020-04-02 1:18:03,DOH000000000003490,1,0,2,30,0,1,1,58,2020-04-02,3,0,0,0,0,50,30,0,30,0,50,SAN ANDRES MUNICIPAL HOSPITAL
2020-04-10 11:03:11,2020-04-10 11:03:11,DOH000000000000770,1,0,1,4,0,1,0,323,2020-04-10,13,10,0,0,0,45,23,6,19,0,85,ST. MARTIN'S MISSION HOSPITAL
2020-04-06 10:08:38,2020-04-06 10:08:38,DOH000000000000488,0,0,1,1,0,1,1,254,2020-04-06,3,1,0,0,0,3,4,0,1,0,20,DR. ALBERTO M. PASTOR HOSPITAL
2020-04-10 16:06:53,2020-04-10 16:06:53,DOH000000000000353,2,0,4,0,0,1,3,471,2020-04-10,3,40,0,0,0,0,12,0,1,0,0,JA ALEGRE MED.  CLINIC & HOSP.
2020-04-10 10:03:14,2020-04-10 10:03:14,DOH000000000003986,1,0,1,0,0,1,1,312,2020-04-10,0,0,0,0,0,0,0,0,0,0,0,ROSARY OF VIRGIN MARY HOSPITAL
2020-04-10 10:33:35,2020-04-10 10:33:35,DOH000000000005252,1,0,2,8,0,1,2,317,2020-04-10,23,0,0,0,0,0,0,0,0,0,26,ABRA DE ILOG MUNICIPAL HOSPITAL
2020-04-03 1:32:49,2020-04-03 1:32:49,DOH000000000005252,1,0,2,0,0,1,2,108,2020-04-03,24,1,0,0,0,0,0,1,12,0,26,ABRA DE ILOG MUNICIPAL HOSPITAL
2020-04-03 3:25:38,2020-04-03 3:25:38,DOH000000000007705,2,0,1,7,0,1,2,141,2020-04-03,10,2,0,0,0,20,20,2,10,0,50,HAPPY VALLEY COMMUNITY HOSPITAL
2020-04-12 8:33:22,2020-04-12 8:33:22,DOH000000000000732,1,0,1,25,0,1,2,613,2020-04-12,10,10,0,0,0,50,31,1,50,0,50,ROMEO B. SIBUD COUNTRY HOPSITAL
2020-04-02 1:56:30,2020-04-02 1:56:30,DOH000000000005932,1,0,3,16,0,1,2,60,2020-04-02,5,5,0,0,0,16,31,1,16,0,16,TABLAS ISLAND DISTRICT HOSPITAL
2020-04-03 10:03:19,2020-04-03 10:03:19,DOH000000000025678,0,0,0,0,0,1,1,89,2020-04-03,0,0,0,0,0,0,0,0,0,0,10,MATEO-MABBORANG GENERAL HOSPITAL
2020-03-29 10:10:14,2020-03-29 10:10:14,DOH000000000025678,0,0,0,0,0,1,1,22,2020-03-29,2,0,0,0,0,0,0,0,0,0,50,MATEO-MABBORANG GENERAL HOSPITAL
2020-04-02 10:27:25,2020-04-02 10:27:25,DOH000000000025678,0,0,0,0,0,1,1,56,2020-04-02,0,0,0,0,0,0,0,0,0,0,10,MATEO-MABBORANG GENERAL HOSPITAL
2020-03-30 11:21:20,2020-03-30 11:21:20,DOH000000000025678,0,0,0,0,0,1,1,31,2020-03-30,1,0,0,0,0,0,0,0,0,0,30,MATEO-MABBORANG GENERAL HOSPITAL
2020-03-31 7:31:17,2020-03-31 7:31:17,DOH000000000025678,0,0,0,0,0,1,1,38,2020-03-31,1,0,0,0,0,0,0,0,0,0,20,MATEO-MABBORANG GENERAL HOSPITAL
2020-04-01 8:41:55,2020-04-01 8:41:55,DOH000000000025678,0,0,0,0,0,1,1,48,2020-04-01,0,0,0,0,0,0,0,0,0,0,15,MATEO-MABBORANG GENERAL HOSPITAL
2020-03-26 8:47:12,2020-03-26 8:47:12,DOH000000000006490,1,0,1,0,0,1,1,2,2020-03-26,6,0,0,0,0,0,0,0,0,0,0,NABILOG COMMUNITY PRIMARY HOSPITAL
2020-03-30 10:07:10,2020-03-30 10:07:10,DOH000000000006490,1,0,1,0,0,1,1,30,2020-03-30,5,0,0,0,0,0,0,0,0,0,0,NABILOG COMMUNITY PRIMARY HOSPITAL
2020-04-11 8:40:25,2020-04-11 8:40:25,DOH000000000002750,1,0,1,2,0,1,1,581,2020-04-11,4,4,0,0,0,0,12,0,0,0,20,WESTMIN UNITED DOCTORS HOSPITAL CO.
2020-04-03 3:51:33,2020-04-03 3:51:33,DOH000000000002750,1,0,1,2,0,1,1,165,2020-04-03,5,4,0,0,0,0,12,1,0,0,20,WESTMIN UNITED DOCTORS HOSPITAL CO.
2020-04-02 4:52:37,2020-04-02 4:52:37,DOH000000000005014,0,1,1,2,1,1,1,72,2020-04-02,1,1,0,0,0,0,10,0,3,1,10,ZAPANTA MATERNITY & GENERAL HOSPITAL
2020-04-10 18:24:46,2020-04-10 18:24:46,DOH000000000005014,0,1,1,3,1,1,1,548,2020-04-10,1,1,0,0,0,3,5,1,3,1,3,ZAPANTA MATERNITY & GENERAL HOSPITAL
2020-04-03 4:18:41,2020-04-03 4:18:41,DOH000000000005014,0,1,1,2,1,1,1,184,2020-04-03,1,1,0,0,0,0,10,0,3,1,10,ZAPANTA MATERNITY & GENERAL HOSPITAL
2020-03-30 12:44:06,2020-03-30 12:44:06,DOH000000000000357,1,1,1,17,0,1,1,35,2020-03-30,9,19,0,0,0,60,70,1,200,0,400,"IMMACULATE HEART OF MARY HOSPITAL, INC."
2020-04-10 13:55:17,2020-04-10 13:55:17,DOH000000000003385,0,1,1,2,0,1,1,364,2020-04-10,2,2,1,0,0,0,25,0,2,1,200,"BUTUAN PUERICULTURE CENTER NO. 394, INC."
2020-04-10 16:05:41,2020-04-10 16:05:41,DOH000000000000308,1,0,1,30,0,1,0,469,2020-04-10,3,2,0,0,0,10,20,24,2,0,5,GARCHITORENA MEDICARE COMMUNITY HOSPITAL
2020-03-28 9:07:36,2020-03-28 9:07:36,DOH000000000005417,1,0,1,26,1,1,0,17,2020-03-28,76,6,0,0,0,86,20,0,11,0,66,"OUR LADY OF MERCY GENERAL HOSPITAL, INC."
2020-04-10 8:34:03,2020-04-10 8:34:03,DOH000000000005417,1,0,1,20,1,1,0,291,2020-04-10,8,1,0,1,0,20,30,80,20,0,96,"OUR LADY OF MERCY GENERAL HOSPITAL, INC."
2020-04-03 16:48:14,2020-04-03 16:48:14,DOH000000000005417,1,0,1,85,0,1,0,204,2020-04-03,30,3,0,0,0,50,20,0,10,0,89,"OUR LADY OF MERCY GENERAL HOSPITAL, INC."
2020-04-02 3:25:43,2020-04-02 3:25:43,DOH000000000026813,1,0,1,20,0,1,1,62,2020-04-02,20,0,0,0,0,100,5,3,1,0,0,RENATO UMALI REYES HOSPITAL OF BONGABONG
2020-04-10 14:20:51,2020-04-10 14:20:51,DOH000000000000310,0,0,2,2,0,1,3,372,2020-04-10,1,0,0,0,0,0,10,0,1,0,0,SINAWILAN CLINIC & HOSPITAL AND HOSPITAL
2020-04-12 14:12:35,2020-04-12 14:12:35,DOH000000000000247,2,0,4,7,0,1,9,619,2020-04-12,1,8,0,0,0,15,14,1,7,0,47,JUAN M. ALBERTO MEMORIAL DISTRICT HOSPITAL
2020-04-10 14:57:57,2020-04-10 14:57:57,DOH000000000007247,1,0,2,40,0,1,1,389,2020-04-10,2,31,0,0,0,80,102,0,50,0,257,COMPOSTELA VALLEY PROVINCIAL HOSPITAL - LAAK
2020-04-10 14:44:15,2020-04-10 14:44:15,DOH000000000037388,1,0,1,0,1,1,2,378,2020-04-10,1,0,0,1,0,0,4,0,0,0,0,"UNITED DOCTORS HOSPITAL OF COTABATO CITY, INC."
2020-04-03 17:13:39,2020-04-03 17:13:39,DOH000000000000577,1,0,1,0,0,1,1,211,2020-04-03,2,2,0,0,0,0,6,1,1,0,2,ISIDRO M. OLAN SR. MEMORIAL CLINIC AND HOSPITAL INC.
2020-04-10 16:15:44,2020-04-10 16:15:44,DOH000000000000577,1,0,1,0,0,1,1,484,2020-04-10,2,2,0,0,0,0,6,1,1,0,2,ISIDRO M. OLAN SR. MEMORIAL CLINIC AND HOSPITAL INC.
2020-04-03 3:35:36,2020-04-03 3:35:36,DOH000000000033684,1,0,1,3,0,1,1,155,2020-04-03,2,1,0,0,0,0,10,1,3,1,50,PUERTO GALERA URGENT CARE CLINIC & DIAGNOSTIC CENTER
2020-04-10 20:02:34,2020-04-10 20:02:34,DOH000000000033684,1,0,1,0,0,1,1,562,2020-04-10,1,1,0,0,0,0,5,1,3,0,30,PUERTO GALERA URGENT CARE CLINIC & DIAGNOSTIC CENTER
2020-04-10 19:12:44,2020-04-10 19:12:44,DOH000000000031929,17,0,1,198,1,1,1,555,2020-04-10,378,34,3,0,3,98,264,10,0,0,7093,"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER ?BALIWAG, INC."
2020-04-03 2:04:26,2020-04-03 2:04:26,DOH000000000038008,1,4,1,40,1,2,4,119,2020-04-03,19,36,1,1,1,0,50,0,10,1,1000,SALUBRIS INC.
2020-04-03 6:55:38,2020-04-03 6:55:38,DOH000000000000283,1,0,1,0,0,2,2,79,2020-04-03,1,0,0,0,0,0,0,0,0,0,0,UMALI MEDICAL CLINIC
2020-04-10 8:06:45,2020-04-10 8:06:45,DOH000000000000283,1,0,2,0,0,2,2,285,2020-04-10,1,0,0,0,0,0,0,0,0,0,0,UMALI MEDICAL CLINIC
2020-04-02 4:01:13,2020-04-02 4:01:13,DOH000000000002490,1,0,2,5,0,2,4,66,2020-04-02,2,0,0,0,0,7,10,0,10,0,25,AMOROSO MEDICAL CLINIC
2020-04-10 15:59:34,2020-04-10 15:59:34,DOH000000000003916,4,2,1,72,0,2,4,457,2020-04-10,3,8,0,0,0,25,65,8,71,0,74,CUYO DISTRICT HOSPITAL
2020-04-12 10:33:55,2020-04-12 10:33:55,DOH000000000005179,1,0,1,10,0,2,1,615,2020-04-12,10,1,0,0,0,10,50,0,10,0,10,TUAO DISTRICT HOSPITAL
2020-04-10 16:33:50,2020-04-10 16:33:50,DOH000000000000230,5,0,4,20,0,2,14,502,2020-04-10,10,10,0,0,0,0,20,0,0,0,0,LASAM DISTRICT HOSPITAL
2020-04-03 3:46:42,2020-04-03 3:46:42,DOH000000000000230,5,0,5,10,0,2,3,162,2020-04-03,5,5,0,0,0,10,10,10,0,0,20,LASAM DISTRICT HOSPITAL
2020-04-03 2:55:57,2020-04-03 2:55:57,DOH000000000001980,3,0,3,0,0,2,12,128,2020-04-03,0,0,0,0,0,0,0,0,0,0,0,ALICIA DISTRICT HOSPITAL
2020-04-10 18:06:24,2020-04-10 18:06:24,DOH000000000000449,2,0,1,0,2,2,9,546,2020-04-10,396,349,1,1,3,0,259,45,111,0,4600,CIUDAD MEDICAL ZAMBOANGA
2020-04-04 16:45:40,2020-04-04 16:45:40,DOH000000000007711,1,0,1,6,0,2,2,241,2020-04-04,1,1,0,0,0,6,10,6,10,0,10,LANCETA MEDICAL HOSPITAL
2020-04-10 16:20:24,2020-04-10 16:20:24,DOH000000000007711,1,0,1,4,0,2,2,490,2020-04-10,1,1,0,0,0,6,10,6,6,0,6,LANCETA MEDICAL HOSPITAL
2020-04-02 7:35:12,2020-04-02 7:35:12,DOH000000000003351,1,0,2,50,1,2,4,77,2020-04-02,3,1,0,0,0,50,25,0,50,1,50,LUNA GOCO MEDICAL CENTER
2020-04-10 17:17:46,2020-04-10 17:17:46,DOH000000000003351,1,0,2,69,1,2,4,537,2020-04-10,2,4,0,0,0,69,40,1,69,1,69,LUNA GOCO MEDICAL CENTER
2020-04-10 15:22:37,2020-04-10 15:22:37,DOH000000000004472,0,0,2,23,0,2,2,401,2020-04-10,1,1,0,0,0,0,20,1,11,0,21,CHILDREN'S MEDICAL CLINIC
2020-04-03 3:46:52,2020-04-03 3:46:52,DOH000000000004472,0,0,2,23,0,2,2,163,2020-04-03,1,1,0,0,0,0,20,1,11,0,21,CHILDREN'S MEDICAL CLINIC
2020-04-10 15:25:09,2020-04-10 15:25:09,DOH000000000003564,2,0,1,7,0,2,4,404,2020-04-10,15,13,0,0,0,0,180,4,8,0,180,NASIPIT DISTRICT HOSPITAL
2020-04-10 16:51:34,2020-04-10 16:51:34,DOH000000000000425,2,0,2,12,0,2,1,525,2020-04-10,10,20,0,0,0,20,30,5,8,0,15,BASILAN COMMUNITY HOSPITAL
2020-04-03 3:38:15,2020-04-03 3:38:15,DOH000000000000425,2,0,2,12,0,2,1,158,2020-04-03,10,20,0,0,0,20,30,7,8,0,15,BASILAN COMMUNITY HOSPITAL
2020-04-10 19:51:04,2020-04-10 19:51:04,DOH000000000004332,2,0,2,0,0,2,2,560,2020-04-10,2,1,0,0,0,0,6,0,2,0,5,FRANCO CLINIC AND HOSPITAL
2020-04-05 12:58:51,2020-04-05 12:58:51,DOH000000000002332,0,0,2,12,0,2,2,248,2020-04-05,57,45,0,0,0,5,30,10,3,0,95,DE LOS REYES MEDICAL CLINIC
2020-04-01 12:59:52,2020-04-01 12:59:52,DOH000000000002332,2,0,2,14,0,2,2,51,2020-04-01,60,50,0,0,0,5,35,10,3,0,100,DE LOS REYES MEDICAL CLINIC
2020-04-10 18:07:15,2020-04-10 18:07:15,DOH000000000000748,1,0,1,12,0,2,3,547,2020-04-10,2,5,0,0,0,10,12,0,9,0,15,SINDANGAN DISTRICT HOSPITAL
2020-04-03 9:51:23,2020-04-03 9:51:23,DOH000000000005789,1,2,3,1,1,2,2,87,2020-04-03,23,7,0,1,1,404,0,14,0,0,53,THE MEDICAL CITY PANGASINAN
2020-04-03 16:44:41,2020-04-03 16:44:41,DOH000000000006029,3,0,1,10,1,2,6,202,2020-04-03,5,2,0,0,0,0,100,0,10,0,30,M. SIMON HOSPITAL & PHARMACY
2020-04-02 12:36:37,2020-04-02 12:36:37,DOH000000000005501,6,0,4,70,0,2,4,57,2020-04-02,50,5,0,0,0,100,25,2,5,0,100,PINAMALAYAN DOCTORS HOSPITAL
2020-04-02 4:29:55,2020-04-02 4:29:55,DOH000000000000260,2,0,1,30,0,2,2,70,2020-04-02,5,2,0,0,0,100,20,1,20,0,50,SANTA CRUZ DISTRICT HOSPITAL
2020-04-10 16:09:25,2020-04-10 16:09:25,DOH000000000000260,2,0,1,50,0,2,2,476,2020-04-10,4,3,0,0,0,300,28,1,65,0,35,SANTA CRUZ DISTRICT HOSPITAL
2020-04-03 4:22:59,2020-04-03 4:22:59,DOH000000000000260,2,0,1,30,0,2,2,187,2020-04-03,5,2,0,0,0,100,20,1,20,0,50,SANTA CRUZ DISTRICT HOSPITAL
2020-04-11 9:42:51,2020-04-11 9:42:51,DOH000000000002162,2,3,7,200,1,2,12,586,2020-04-11,40,10,0,1,2,300,300,5,300,1,500,CAGAYAN VALLEY MEDICAL CENTER
2020-04-10 12:48:21,2020-04-10 12:48:21,DOH000000000005614,1,0,5,28,1,2,5,347,2020-04-10,6,3,0,0,1,0,0,18,0,0,100,"ILOILO MISSION HOSPITAL, INC."
2020-04-10 15:50:32,2020-04-10 15:50:32,DOH000000000000588,2,0,1,6,0,2,5,437,2020-04-10,6,3,0,0,0,6,6,3,6,0,50,JUAN S. ALANO MEMORIAL HOSPITAL
2020-04-10 13:01:37,2020-04-10 13:01:37,DOH000000000000632,0,0,1,156,0,2,8,348,2020-04-10,2,1,0,0,0,12,10,1,8,0,90,MAGUINDANAO PROVINCIAL HOSPITAL
2020-04-10 13:54:13,2020-04-10 13:54:13,DOH000000000004291,1,0,2,3,0,2,3,363,2020-04-10,10,0,0,0,0,0,4,0,6,0,4,BAYUGAN JM YAP STO. NINO HOSPITAL
2020-04-10 16:03:41,2020-04-10 16:03:41,DOH000000000037030,0,0,1,5,0,2,0,465,2020-04-10,3,0,0,0,0,0,5,0,0,0,0,POLYMEDIC BIRTHING AND NATAL CARE
2020-04-10 16:42:01,2020-04-10 16:42:01,DOH000000000032095,1,0,0,7,1,2,4,514,2020-04-10,1,1,0,1,0,4,4,0,8,6,0,CORAZON C. AQUINO MEMORIAL HOSPITAL
2020-04-10 14:57:06,2020-04-10 14:57:06,DOH000000000005198,5,0,6,17,0,2,14,388,2020-04-10,9,0,0,0,0,19,50,2,6,0,286,PIO DURAN MEMORIAL DISTRICT HOSPITAL
2020-04-03 6:32:58,2020-04-03 6:32:58,DOH000000000003771,1,0,2,5,0,2,0,78,2020-04-03,12,12,0,1,0,5,0,4,5,0,5,SOUTHERN PALAWAN PROVINCIAL HOSPITAL
2020-04-03 12:49:07,2020-04-03 12:49:07,DOH000000000004186,2,0,2,30,0,2,1,104,2020-04-03,100,100,0,0,0,10,80,100,0,0,30,TEODORO B. GALAGAR DISTRICT HOSPITAL
2020-04-10 15:00:05,2020-04-10 15:00:05,DOH000000000004186,2,0,2,30,0,2,2,391,2020-04-10,275,35,0,0,0,4,80,15,0,0,4050,TEODORO B. GALAGAR DISTRICT HOSPITAL
2020-04-10 11:55:37,2020-04-10 11:55:37,DOH000000000006060,0,0,1,71,0,2,0,333,2020-04-10,25,6,0,0,0,40,30,20,10,0,330,SURIGAO DEL NORTE PROVINCIAL HOSPITAL
2020-04-10 16:17:04,2020-04-10 16:17:04,DOH000000000005526,2,0,2,2,0,2,3,487,2020-04-10,1,1,0,1,0,2,6,0,2,3,5,TOMAS-CACAL MEDICAL CLINIC & HOSPITAL
2020-04-10 15:51:08,2020-04-10 15:51:08,DOH000000000005452,2,0,2,40,0,2,4,438,2020-04-10,10,10,0,0,0,25,50,5,15,0,200,INFANTE HOSPITAL MANAGEMENT CORPORATION
2020-03-27 10:02:11,2020-03-27 10:02:11,DOH000000000008483,1,0,1,1000,2,2,1,5,2020-03-27,435,89,0,2,0,16,58,2,51,0,80,"DR. RONALD P. GUZMAN MEDICAL CENTER, INC."
2020-04-10 16:08:52,2020-04-10 16:08:52,DOH000000000008483,1,0,1,600,2,2,1,473,2020-04-10,380,39,0,2,0,3,15,0,10,0,20,"DR. RONALD P. GUZMAN MEDICAL CENTER, INC."
2020-04-03 12:10:48,2020-04-03 12:10:48,DOH000000000008483,1,0,1,700,2,2,1,97,2020-04-03,405,64,0,2,0,8,20,0,20,0,40,"DR. RONALD P. GUZMAN MEDICAL CENTER, INC."
2020-03-31 8:51:02,2020-03-31 8:51:02,DOH000000000007511,1,1,2,50,1,2,0,39,2020-03-31,70,45,1,1,0,50,30,5,0,0,200,"ADVENTIST MEDICAL CENTER-ILIGAN CITY, INC."
2020-04-03 16:36:35,2020-04-03 16:36:35,DOH000000000007511,2,3,2,60,1,2,2,195,2020-04-03,80,75,1,1,0,0,30,50,0,1,50,"ADVENTIST MEDICAL CENTER-ILIGAN CITY, INC."
2020-04-02 1:25:30,2020-04-02 1:25:30,DOH000000000001670,2,0,1,58,0,2,2,59,2020-04-02,37,1,0,0,0,58,60,85,82,0,358,DON MODESTO FORMILLEZA SR. MEMORIAL HOSPITAL
2020-04-10 15:48:00,2020-04-10 15:48:00,DOH000000000001670,2,0,1,57,0,2,2,431,2020-04-10,75,32,0,0,0,58,60,135,80,0,256,DON MODESTO FORMILLEZA SR. MEMORIAL HOSPITAL
